task_id,asset_id,defect_id,department_id,section_id,task_type,planned_start,planned_end,due_date,required_block_type,estimated_duration_minutes,status
TASK-00057,AST-050,DEF-00051,DEP-003,SEC-002,EMERGENCY,2025-08-02T07:00:00,2025-08-02T11:00:00,2025-08-03T00:00:00,POWER_BLOCK,240,DEFERRED
TASK-00060,AST-052,DEF-00053,DEP-003,SEC-004,EMERGENCY,2024-07-04T03:00:00,2024-07-04T07:00:00,2024-07-05T00:00:00,POWER_BLOCK,240,COMPLETED
TASK-00061,AST-053,DEF-00054,DEP-003,SEC-005,EMERGENCY,2025-11-19T01:00:00,2025-11-19T05:00:00,2025-11-20T00:00:00,POWER_BLOCK,240,COMPLETED
TASK-00075,AST-064,DEF-00067,DEP-003,SEC-005,CORRECTIVE,2025-05-10T00:00:00,2025-05-10T02:00:00,2025-05-16T00:00:00,POWER_BLOCK,120,CANCELLED
TASK-00080,AST-073,DEF-00072,DEP-003,SEC-003,CORRECTIVE,2024-12-21T00:00:00,2024-12-21T02:00:00,2024-12-24T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00131,AST-113,DEF-00110,DEP-003,SEC-002,EMERGENCY,2024-04-25T07:00:00,2024-04-25T11:00:00,2024-04-26T00:00:00,POWER_BLOCK,240,COMPLETED
TASK-00132,AST-113,DEF-00111,DEP-003,SEC-002,CORRECTIVE,2026-06-21T00:00:00,2026-06-21T02:00:00,2026-06-24T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00144,AST-121,DEF-00121,DEP-003,SEC-005,CORRECTIVE,2024-07-16T00:00:00,2024-07-16T02:00:00,2024-07-21T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00150,AST-127,DEF-00127,DEP-003,SEC-001,EMERGENCY,2024-08-23T06:00:00,2024-08-23T10:00:00,2024-08-24T00:00:00,POWER_BLOCK,240,COMPLETED
TASK-00158,AST-135,DEF-00133,DEP-003,SEC-001,EMERGENCY,2023-08-05T02:00:00,2023-08-05T06:00:00,2023-08-06T00:00:00,POWER_BLOCK,240,COMPLETED
TASK-00159,AST-135,DEF-00134,DEP-003,SEC-001,CORRECTIVE,2025-11-28T00:00:00,2025-11-28T02:00:00,2025-12-02T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00179,AST-156,DEF-00150,DEP-003,SEC-004,EMERGENCY,2025-08-11T03:00:00,2025-08-11T07:00:00,2025-08-12T00:00:00,POWER_BLOCK,240,COMPLETED
TASK-00182,AST-158,DEF-00153,DEP-003,SEC-004,CORRECTIVE,2025-03-16T00:00:00,2025-03-16T02:00:00,2025-03-24T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00190,AST-169,DEF-00161,DEP-003,SEC-005,EMERGENCY,2025-07-07T06:00:00,2025-07-07T10:00:00,2025-07-08T00:00:00,POWER_BLOCK,240,COMPLETED
TASK-00193,AST-171,DEF-00164,DEP-003,SEC-001,CORRECTIVE,2023-10-24T00:00:00,2023-10-24T02:00:00,2023-10-29T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00206,AST-183,DEF-00175,DEP-003,SEC-001,EMERGENCY,2025-08-20T10:00:00,2025-08-20T14:00:00,2025-08-21T00:00:00,POWER_BLOCK,240,COMPLETED
TASK-00208,AST-185,DEF-00177,DEP-003,SEC-004,CORRECTIVE,2025-05-21T00:00:00,2025-05-21T02:00:00,2025-05-24T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00217,AST-193,DEF-00183,DEP-003,SEC-004,EMERGENCY,2023-09-29T02:00:00,2023-09-29T06:00:00,2023-10-06T02:00:00,POWER_BLOCK,240,COMPLETED
TASK-00216,AST-193,DEF-00183,DEP-003,SEC-004,EMERGENCY,2023-09-23T02:00:00,2023-09-23T06:00:00,2023-09-24T00:00:00,POWER_BLOCK,240,DEFERRED
TASK-00218,AST-193,DEF-00184,DEP-003,SEC-004,EMERGENCY,2025-09-12T11:00:00,2025-09-12T15:00:00,2025-09-13T00:00:00,POWER_BLOCK,240,COMPLETED
TASK-00238,AST-202,DEF-00198,DEP-003,SEC-001,CORRECTIVE,2024-07-12T00:00:00,2024-07-12T02:00:00,2024-07-18T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00243,AST-207,DEF-00203,DEP-003,SEC-006,EMERGENCY,2025-06-15T01:00:00,2025-06-15T05:00:00,2025-06-16T00:00:00,POWER_BLOCK,240,COMPLETED
TASK-00244,AST-207,DEF-00204,DEP-003,SEC-006,CORRECTIVE,2025-12-19T00:00:00,2025-12-19T02:00:00,2025-12-22T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00247,AST-212,DEF-00206,DEP-003,SEC-002,CORRECTIVE,2026-01-16T00:00:00,2026-01-16T02:00:00,2026-01-19T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00248,AST-212,DEF-00207,DEP-003,SEC-002,CORRECTIVE,2026-05-13T00:00:00,2026-05-13T02:00:00,2026-05-19T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00274,AST-227,DEF-00230,DEP-003,SEC-006,CORRECTIVE,2024-04-21T00:00:00,2024-04-21T02:00:00,2024-04-28T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00275,AST-227,DEF-00231,DEP-003,SEC-006,CORRECTIVE,2026-02-12T00:00:00,2026-02-12T02:00:00,2026-02-17T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00281,AST-229,DEF-00235,DEP-003,SEC-006,EMERGENCY,2024-04-19T03:00:00,2024-04-19T07:00:00,2024-04-20T00:00:00,POWER_BLOCK,240,COMPLETED
TASK-00283,AST-229,DEF-00236,DEP-003,SEC-006,CORRECTIVE,2025-02-19T00:00:00,2025-02-19T02:00:00,2025-02-26T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00282,AST-229,DEF-00236,DEP-003,SEC-006,CORRECTIVE,2025-02-16T00:00:00,2025-02-16T02:00:00,2025-02-23T00:00:00,POWER_BLOCK,120,DEFERRED
TASK-00289,AST-232,DEF-00242,DEP-003,SEC-006,CORRECTIVE,2025-02-07T00:00:00,2025-02-07T02:00:00,2025-02-11T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00290,AST-232,DEF-00243,DEP-003,SEC-006,EMERGENCY,2025-09-29T05:00:00,2025-09-29T09:00:00,2025-09-30T00:00:00,POWER_BLOCK,240,COMPLETED
TASK-00309,AST-247,DEF-00260,DEP-003,SEC-003,EMERGENCY,2024-11-02T04:00:00,2024-11-02T08:00:00,2024-11-03T00:00:00,POWER_BLOCK,240,COMPLETED
TASK-00310,AST-247,DEF-00261,DEP-003,SEC-003,EMERGENCY,2025-08-29T02:00:00,2025-08-29T06:00:00,2025-08-30T00:00:00,POWER_BLOCK,240,COMPLETED
TASK-00314,AST-249,DEF-00265,DEP-003,SEC-003,EMERGENCY,2023-08-27T11:00:00,2023-08-27T15:00:00,2023-08-28T00:00:00,POWER_BLOCK,240,COMPLETED
TASK-00327,AST-259,DEF-00277,DEP-003,SEC-005,EMERGENCY,2024-08-08T06:00:00,2024-08-08T10:00:00,2024-08-09T00:00:00,POWER_BLOCK,240,COMPLETED
TASK-00329,AST-259,DEF-00278,DEP-003,SEC-005,CORRECTIVE,2025-06-18T00:00:00,2025-06-18T02:00:00,2025-06-25T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00328,AST-259,DEF-00278,DEP-003,SEC-005,CORRECTIVE,2025-06-11T00:00:00,2025-06-11T02:00:00,2025-06-14T00:00:00,POWER_BLOCK,120,DEFERRED
TASK-00330,AST-259,DEF-00279,DEP-003,SEC-005,CORRECTIVE,2025-12-06T00:00:00,2025-12-06T02:00:00,2025-12-11T00:00:00,POWER_BLOCK,120,CANCELLED
TASK-00345,AST-269,DEF-00291,DEP-003,SEC-001,CORRECTIVE,2026-05-15T00:00:00,2026-05-15T02:00:00,2026-05-23T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00391,AST-294,DEF-00327,DEP-003,SEC-001,EMERGENCY,2024-07-20T06:00:00,2024-07-20T10:00:00,2024-07-21T00:00:00,POWER_BLOCK,240,COMPLETED
TASK-00392,AST-294,DEF-00328,DEP-003,SEC-001,EMERGENCY,2025-11-12T05:00:00,2025-11-12T09:00:00,2025-11-13T00:00:00,POWER_BLOCK,240,COMPLETED
TASK-00405,AST-303,DEF-00341,DEP-003,SEC-001,EMERGENCY,2024-05-05T08:00:00,2024-05-05T12:00:00,2024-05-06T00:00:00,POWER_BLOCK,240,COMPLETED
TASK-00406,AST-303,DEF-00342,DEP-003,SEC-001,CORRECTIVE,2026-02-28T00:00:00,2026-02-28T02:00:00,2026-03-06T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00409,AST-305,DEF-00345,DEP-003,SEC-001,CORRECTIVE,2023-09-23T00:00:00,2023-09-23T02:00:00,2023-09-30T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00411,AST-305,DEF-00346,DEP-003,SEC-001,CORRECTIVE,2025-11-18T00:00:00,2025-11-18T02:00:00,2025-11-25T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00410,AST-305,DEF-00346,DEP-003,SEC-001,CORRECTIVE,2025-11-15T00:00:00,2025-11-15T02:00:00,2025-11-18T00:00:00,POWER_BLOCK,120,DEFERRED
TASK-00417,AST-311,DEF-00351,DEP-003,SEC-002,CORRECTIVE,2024-07-10T00:00:00,2024-07-10T02:00:00,2024-07-13T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00426,AST-319,DEF-00358,DEP-003,SEC-001,CORRECTIVE,2023-12-19T00:00:00,2023-12-19T02:00:00,2023-12-23T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00428,AST-321,DEF-00360,DEP-003,SEC-005,CORRECTIVE,2025-03-22T00:00:00,2025-03-22T02:00:00,2025-03-27T00:00:00,POWER_BLOCK,120,CANCELLED
TASK-00431,AST-324,DEF-00363,DEP-003,SEC-005,CORRECTIVE,2024-04-27T00:00:00,2024-04-27T02:00:00,2024-04-30T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00435,AST-328,DEF-00367,DEP-003,SEC-006,EMERGENCY,2024-05-23T08:00:00,2024-05-23T12:00:00,2024-05-24T00:00:00,POWER_BLOCK,240,COMPLETED
TASK-00437,AST-328,DEF-00368,DEP-003,SEC-006,CORRECTIVE,2025-05-31T00:00:00,2025-05-31T02:00:00,2025-06-07T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00436,AST-328,DEF-00368,DEP-003,SEC-006,CORRECTIVE,2025-05-25T00:00:00,2025-05-25T02:00:00,2025-05-28T00:00:00,POWER_BLOCK,120,DEFERRED
TASK-00442,AST-332,DEF-00371,DEP-003,SEC-001,CORRECTIVE,2024-11-07T00:00:00,2024-11-07T02:00:00,2024-11-15T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00479,AST-352,DEF-00400,DEP-003,SEC-003,EMERGENCY,2026-06-22T07:00:00,2026-06-22T11:00:00,2026-06-29T07:00:00,POWER_BLOCK,240,COMPLETED
TASK-00478,AST-352,DEF-00400,DEP-003,SEC-003,EMERGENCY,2026-06-13T07:00:00,2026-06-13T11:00:00,2026-06-14T00:00:00,POWER_BLOCK,240,DEFERRED
TASK-00503,AST-366,DEF-00421,DEP-003,SEC-003,EMERGENCY,2023-11-13T03:00:00,2023-11-13T07:00:00,2023-11-20T03:00:00,POWER_BLOCK,240,COMPLETED
TASK-00502,AST-366,DEF-00421,DEP-003,SEC-003,EMERGENCY,2023-11-07T03:00:00,2023-11-07T07:00:00,2023-11-08T00:00:00,POWER_BLOCK,240,DEFERRED
TASK-00504,AST-366,DEF-00422,DEP-003,SEC-003,EMERGENCY,2025-08-28T12:00:00,2025-08-28T16:00:00,2025-08-29T00:00:00,POWER_BLOCK,240,CANCELLED
TASK-00523,AST-377,DEF-00437,DEP-003,SEC-004,CORRECTIVE,2025-07-22T00:00:00,2025-07-22T02:00:00,2025-07-29T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00522,AST-377,DEF-00437,DEP-003,SEC-004,CORRECTIVE,2025-07-16T00:00:00,2025-07-16T02:00:00,2025-07-21T00:00:00,POWER_BLOCK,120,DEFERRED
TASK-00527,AST-386,DEF-00441,DEP-003,SEC-002,CORRECTIVE,2024-12-04T00:00:00,2024-12-04T02:00:00,2024-12-10T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00528,AST-386,DEF-00442,DEP-003,SEC-002,CORRECTIVE,2026-05-29T00:00:00,2026-05-29T02:00:00,2026-06-03T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00539,AST-395,DEF-00453,DEP-003,SEC-003,CORRECTIVE,2025-04-27T00:00:00,2025-04-27T02:00:00,2025-05-03T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00540,AST-395,DEF-00454,DEP-003,SEC-003,CORRECTIVE,2026-06-20T00:00:00,2026-06-20T02:00:00,2026-06-27T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00556,AST-407,DEF-00467,DEP-003,SEC-005,CORRECTIVE,2025-09-16T00:00:00,2025-09-16T02:00:00,2025-09-23T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00555,AST-407,DEF-00467,DEP-003,SEC-005,CORRECTIVE,2025-09-08T00:00:00,2025-09-08T02:00:00,2025-09-14T00:00:00,POWER_BLOCK,120,DEFERRED
TASK-00564,AST-412,DEF-00475,DEP-003,SEC-003,CORRECTIVE,2024-10-20T00:00:00,2024-10-20T02:00:00,2024-10-26T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00568,AST-416,DEF-00478,DEP-003,SEC-006,CORRECTIVE,2024-10-08T00:00:00,2024-10-08T02:00:00,2024-10-15T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00567,AST-416,DEF-00478,DEP-003,SEC-006,CORRECTIVE,2024-10-01T00:00:00,2024-10-01T02:00:00,2024-10-08T00:00:00,POWER_BLOCK,120,DEFERRED
TASK-00569,AST-416,DEF-00479,DEP-003,SEC-006,EMERGENCY,2026-01-21T06:00:00,2026-01-21T10:00:00,2026-01-22T00:00:00,POWER_BLOCK,240,COMPLETED
TASK-00600,AST-442,DEF-00506,DEP-003,SEC-004,EMERGENCY,2023-08-04T10:00:00,2023-08-04T14:00:00,2023-08-05T00:00:00,POWER_BLOCK,240,COMPLETED
TASK-00601,AST-443,DEF-00507,DEP-003,SEC-003,CORRECTIVE,2024-04-05T00:00:00,2024-04-05T02:00:00,2024-04-08T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00613,AST-458,DEF-00518,DEP-003,SEC-006,CORRECTIVE,2024-02-29T00:00:00,2024-02-29T02:00:00,2024-03-07T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00624,AST-468,DEF-00526,DEP-003,SEC-001,EMERGENCY,2025-03-18T05:00:00,2025-03-18T09:00:00,2025-03-25T05:00:00,POWER_BLOCK,240,COMPLETED
TASK-00623,AST-468,DEF-00526,DEP-003,SEC-001,EMERGENCY,2025-03-15T05:00:00,2025-03-15T09:00:00,2025-03-16T00:00:00,POWER_BLOCK,240,DEFERRED
TASK-00625,AST-469,DEF-00527,DEP-003,SEC-006,CORRECTIVE,2026-05-30T00:00:00,2026-05-30T02:00:00,2026-06-06T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00626,AST-473,DEF-00528,DEP-003,SEC-001,CORRECTIVE,2025-06-02T00:00:00,2025-06-02T02:00:00,2025-06-10T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00628,AST-473,DEF-00529,DEP-003,SEC-001,EMERGENCY,2026-06-05T07:00:00,2026-06-05T11:00:00,2026-06-12T07:00:00,POWER_BLOCK,240,COMPLETED
TASK-00627,AST-473,DEF-00529,DEP-003,SEC-001,EMERGENCY,2026-05-26T07:00:00,2026-05-26T11:00:00,2026-05-27T00:00:00,POWER_BLOCK,240,DEFERRED
TASK-00631,AST-476,DEF-00532,DEP-003,SEC-006,CORRECTIVE,2026-03-28T00:00:00,2026-03-28T02:00:00,2026-04-01T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00632,AST-477,DEF-00533,DEP-003,SEC-002,CORRECTIVE,2025-03-09T00:00:00,2025-03-09T02:00:00,2025-03-15T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00646,AST-484,DEF-00546,DEP-003,SEC-002,EMERGENCY,2023-09-09T06:00:00,2023-09-09T10:00:00,2023-09-10T00:00:00,POWER_BLOCK,240,COMPLETED
TASK-00659,AST-491,DEF-00557,DEP-003,SEC-005,CORRECTIVE,2023-11-23T00:00:00,2023-11-23T01:00:00,2023-12-05T00:00:00,NONE,60,COMPLETED
TASK-00660,AST-491,DEF-00558,DEP-003,SEC-005,CORRECTIVE,2024-03-08T00:00:00,2024-03-08T02:00:00,2024-03-14T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00662,AST-493,DEF-00559,DEP-003,SEC-005,CORRECTIVE,2024-12-23T00:00:00,2024-12-23T02:00:00,2024-12-30T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00661,AST-493,DEF-00559,DEP-003,SEC-005,CORRECTIVE,2024-12-21T00:00:00,2024-12-21T02:00:00,2024-12-25T00:00:00,POWER_BLOCK,120,DEFERRED
TASK-00663,AST-493,DEF-00560,DEP-003,SEC-005,CORRECTIVE,2026-06-12T00:00:00,2026-06-12T02:00:00,2026-06-18T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00671,AST-499,DEF-00566,DEP-003,SEC-001,CORRECTIVE,2024-10-30T00:00:00,2024-10-30T02:00:00,2024-11-04T00:00:00,POWER_BLOCK,120,CANCELLED
TASK-00673,AST-499,DEF-00567,DEP-003,SEC-001,CORRECTIVE,2026-06-25T00:00:00,2026-06-25T02:00:00,2026-07-02T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00672,AST-499,DEF-00567,DEP-003,SEC-001,CORRECTIVE,2026-06-20T00:00:00,2026-06-20T02:00:00,2026-06-27T00:00:00,POWER_BLOCK,120,DEFERRED
TASK-00684,AST-505,DEF-00577,DEP-003,SEC-006,CORRECTIVE,2026-03-06T00:00:00,2026-03-06T02:00:00,2026-03-12T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00703,AST-521,DEF-00594,DEP-003,SEC-003,CORRECTIVE,2025-06-08T00:00:00,2025-06-08T02:00:00,2025-06-11T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00704,AST-523,DEF-00595,DEP-003,SEC-003,EMERGENCY,2025-03-06T12:00:00,2025-03-06T16:00:00,2025-03-07T00:00:00,POWER_BLOCK,240,COMPLETED
TASK-00711,AST-530,DEF-00602,DEP-003,SEC-005,EMERGENCY,2025-11-05T11:00:00,2025-11-05T15:00:00,2025-11-06T00:00:00,POWER_BLOCK,240,COMPLETED
TASK-00713,AST-530,DEF-00603,DEP-003,SEC-005,EMERGENCY,2026-01-11T10:00:00,2026-01-11T14:00:00,2026-01-18T10:00:00,POWER_BLOCK,240,COMPLETED
TASK-00712,AST-530,DEF-00603,DEP-003,SEC-005,EMERGENCY,2026-01-04T10:00:00,2026-01-04T14:00:00,2026-01-05T00:00:00,POWER_BLOCK,240,DEFERRED
TASK-00714,AST-532,DEF-00604,DEP-003,SEC-002,CORRECTIVE,2025-02-05T00:00:00,2025-02-05T02:00:00,2025-02-11T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00715,AST-532,DEF-00605,DEP-003,SEC-002,EMERGENCY,2025-11-28T04:00:00,2025-11-28T08:00:00,2025-11-29T00:00:00,POWER_BLOCK,240,COMPLETED
TASK-00727,AST-540,DEF-00615,DEP-003,SEC-003,EMERGENCY,2025-03-06T03:00:00,2025-03-06T07:00:00,2025-03-07T00:00:00,POWER_BLOCK,240,COMPLETED
TASK-00739,AST-547,DEF-00626,DEP-003,SEC-003,CORRECTIVE,2025-03-15T00:00:00,2025-03-15T02:00:00,2025-03-22T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00741,AST-550,DEF-00628,DEP-003,SEC-006,CORRECTIVE,2023-11-05T00:00:00,2023-11-05T02:00:00,2023-11-11T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00743,AST-550,DEF-00629,DEP-003,SEC-006,EMERGENCY,2024-09-02T02:00:00,2024-09-02T06:00:00,2024-09-09T02:00:00,POWER_BLOCK,240,COMPLETED
TASK-00742,AST-550,DEF-00629,DEP-003,SEC-006,EMERGENCY,2024-08-27T02:00:00,2024-08-27T06:00:00,2024-08-28T00:00:00,POWER_BLOCK,240,DEFERRED
TASK-00744,AST-550,DEF-00630,DEP-003,SEC-006,EMERGENCY,2024-10-26T10:00:00,2024-10-26T14:00:00,2024-10-27T00:00:00,POWER_BLOCK,240,CANCELLED
TASK-00745,AST-550,DEF-00631,DEP-003,SEC-006,CORRECTIVE,2026-04-23T00:00:00,2026-04-23T02:00:00,2026-04-29T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00746,AST-551,DEF-00632,DEP-003,SEC-002,CORRECTIVE,2025-10-24T00:00:00,2025-10-24T02:00:00,2025-10-28T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00748,AST-551,DEF-00633,DEP-003,SEC-002,CORRECTIVE,2026-02-26T00:00:00,2026-02-26T02:00:00,2026-03-05T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00747,AST-551,DEF-00633,DEP-003,SEC-002,CORRECTIVE,2026-02-18T00:00:00,2026-02-18T02:00:00,2026-02-25T00:00:00,POWER_BLOCK,120,DEFERRED
TASK-00749,AST-554,DEF-00634,DEP-003,SEC-006,EMERGENCY,2024-07-01T04:00:00,2024-07-01T08:00:00,2024-07-02T00:00:00,POWER_BLOCK,240,COMPLETED
TASK-00765,AST-562,DEF-00645,DEP-003,SEC-006,CORRECTIVE,2024-07-27T00:00:00,2024-07-27T02:00:00,2024-08-03T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00764,AST-562,DEF-00645,DEP-003,SEC-006,CORRECTIVE,2024-07-19T00:00:00,2024-07-19T02:00:00,2024-07-27T00:00:00,POWER_BLOCK,120,DEFERRED
TASK-00766,AST-566,DEF-00646,DEP-003,SEC-001,CORRECTIVE,2025-12-19T00:00:00,2025-12-19T02:00:00,2025-12-25T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00773,AST-570,DEF-00652,DEP-003,SEC-001,EMERGENCY,2025-10-14T01:00:00,2025-10-14T05:00:00,2025-10-15T00:00:00,POWER_BLOCK,240,COMPLETED
TASK-00792,AST-588,DEF-00667,DEP-003,SEC-006,EMERGENCY,2025-03-13T04:00:00,2025-03-13T08:00:00,2025-03-14T00:00:00,POWER_BLOCK,240,COMPLETED
TASK-00793,AST-588,DEF-00668,DEP-003,SEC-006,EMERGENCY,2025-11-08T02:00:00,2025-11-08T06:00:00,2025-11-09T00:00:00,POWER_BLOCK,240,COMPLETED
TASK-00799,AST-594,DEF-00674,DEP-003,SEC-005,CORRECTIVE,2024-01-25T00:00:00,2024-01-25T02:00:00,2024-01-31T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00810,AST-601,DEF-00681,DEP-003,SEC-003,CORRECTIVE,2025-05-07T00:00:00,2025-05-07T02:00:00,2025-05-14T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00809,AST-601,DEF-00681,DEP-003,SEC-003,CORRECTIVE,2025-04-29T00:00:00,2025-04-29T02:00:00,2025-05-03T00:00:00,POWER_BLOCK,120,DEFERRED
TASK-00811,AST-602,DEF-00682,DEP-003,SEC-001,CORRECTIVE,2024-02-27T00:00:00,2024-02-27T02:00:00,2024-03-02T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00812,AST-602,DEF-00683,DEP-003,SEC-001,CORRECTIVE,2025-06-19T00:00:00,2025-06-19T02:00:00,2025-06-25T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00825,AST-612,DEF-00693,DEP-003,SEC-005,EMERGENCY,2024-01-21T04:00:00,2024-01-21T08:00:00,2024-01-22T00:00:00,POWER_BLOCK,240,COMPLETED
TASK-00826,AST-613,DEF-00694,DEP-003,SEC-003,EMERGENCY,2025-04-04T05:00:00,2025-04-04T09:00:00,2025-04-05T00:00:00,POWER_BLOCK,240,COMPLETED
TASK-00827,AST-613,DEF-00695,DEP-003,SEC-003,CORRECTIVE,2026-08-01T00:00:00,2026-08-01T02:00:00,2026-08-07T00:00:00,POWER_BLOCK,120,PLANNED
TASK-00837,AST-622,DEF-00705,DEP-003,SEC-004,CORRECTIVE,2025-01-18T00:00:00,2025-01-18T02:00:00,2025-01-26T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00838,AST-622,DEF-00706,DEP-003,SEC-004,CORRECTIVE,2025-11-14T00:00:00,2025-11-14T02:00:00,2025-11-22T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00842,AST-630,DEF-00709,DEP-003,SEC-002,EMERGENCY,2024-10-20T12:00:00,2024-10-20T16:00:00,2024-10-21T00:00:00,POWER_BLOCK,240,COMPLETED
TASK-00845,AST-632,DEF-00711,DEP-003,SEC-005,EMERGENCY,2024-03-31T12:00:00,2024-03-31T16:00:00,2024-04-07T12:00:00,POWER_BLOCK,240,COMPLETED
TASK-00844,AST-632,DEF-00711,DEP-003,SEC-005,EMERGENCY,2024-03-28T12:00:00,2024-03-28T16:00:00,2024-03-29T00:00:00,POWER_BLOCK,240,DEFERRED
TASK-00846,AST-632,DEF-00712,DEP-003,SEC-005,EMERGENCY,2026-07-16T10:00:00,2026-07-16T14:00:00,2026-07-17T00:00:00,POWER_BLOCK,240,COMPLETED
TASK-00850,AST-634,DEF-00716,DEP-003,SEC-004,EMERGENCY,2025-02-28T12:00:00,2025-02-28T16:00:00,2025-03-01T00:00:00,POWER_BLOCK,240,COMPLETED
TASK-00860,AST-645,DEF-00724,DEP-003,SEC-001,EMERGENCY,2023-10-19T04:00:00,2023-10-19T08:00:00,2023-10-20T00:00:00,POWER_BLOCK,240,COMPLETED
TASK-00861,AST-645,DEF-00725,DEP-003,SEC-001,CORRECTIVE,2024-02-19T00:00:00,2024-02-19T02:00:00,2024-02-26T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00862,AST-645,DEF-00726,DEP-003,SEC-001,EMERGENCY,2024-04-16T08:00:00,2024-04-16T12:00:00,2024-04-17T00:00:00,POWER_BLOCK,240,COMPLETED
TASK-00863,AST-645,DEF-00727,DEP-003,SEC-001,EMERGENCY,2025-02-10T06:00:00,2025-02-10T10:00:00,2025-02-11T00:00:00,POWER_BLOCK,240,COMPLETED
TASK-00869,AST-651,DEF-00732,DEP-003,SEC-004,CORRECTIVE,2025-10-24T00:00:00,2025-10-24T02:00:00,2025-10-31T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00868,AST-651,DEF-00732,DEP-003,SEC-004,CORRECTIVE,2025-10-18T00:00:00,2025-10-18T02:00:00,2025-10-26T00:00:00,POWER_BLOCK,120,DEFERRED
TASK-00874,AST-660,DEF-00736,DEP-003,SEC-001,CORRECTIVE,2026-03-11T00:00:00,2026-03-11T02:00:00,2026-03-18T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00876,AST-661,DEF-00737,DEP-003,SEC-003,CORRECTIVE,2026-03-31T00:00:00,2026-03-31T02:00:00,2026-04-07T00:00:00,POWER_BLOCK,120,COMPLETED
TASK-00875,AST-661,DEF-00737,DEP-003,SEC-003,CORRECTIVE,2026-03-21T00:00:00,2026-03-21T02:00:00,2026-03-27T00:00:00,POWER_BLOCK,120,DEFERRED
TASK-00883,AST-664,DEF-00742,DEP-003,SEC-002,EMERGENCY,2026-04-26T12:00:00,2026-04-26T16:00:00,2026-04-27T00:00:00,POWER_BLOCK,240,COMPLETED
