block_id,section_id,block_type,planned_start,planned_end,actual_start,actual_end,status,purpose,requesting_department,task_id
BLK-04388,SEC-003,SHADOW,2023-09-25T00:00:00,2023-09-25T02:00:00,2023-09-25T00:00:00,2023-09-25T02:02:00,COMPLETED,Preventive maintenance block for task TASK-04936,S&T,TASK-04936
BLK-04389,SEC-003,SHADOW,2023-12-24T00:00:00,2023-12-24T02:00:00,2023-12-23T23:34:00,2023-12-24T01:28:00,COMPLETED,Preventive maintenance block for task TASK-04937,S&T,TASK-04937
BLK-04390,SEC-003,SHADOW,2024-03-23T00:00:00,2024-03-23T02:00:00,2024-03-22T23:56:00,2024-03-23T02:01:00,COMPLETED,Preventive maintenance block for task TASK-04938,S&T,TASK-04938
BLK-04391,SEC-003,SHADOW,2024-06-21T00:00:00,2024-06-21T02:00:00,2024-06-20T23:56:00,2024-06-21T02:00:00,COMPLETED,Preventive maintenance block for task TASK-04939,S&T,TASK-04939
BLK-04392,SEC-003,SHADOW,2024-09-19T00:00:00,2024-09-19T02:00:00,2024-09-19T00:08:00,2024-09-19T02:05:00,COMPLETED,Preventive maintenance block for task TASK-04940,S&T,TASK-04940
BLK-04393,SEC-003,SHADOW,2024-12-18T00:00:00,2024-12-18T02:00:00,2024-12-17T23:50:00,2024-12-18T01:45:00,COMPLETED,Preventive maintenance block for task TASK-04941,S&T,TASK-04941
BLK-04394,SEC-003,SHADOW,2025-03-18T00:00:00,2025-03-18T02:00:00,2025-03-17T23:43:00,2025-03-18T01:43:00,COMPLETED,Preventive maintenance block for task TASK-04942,S&T,TASK-04942
BLK-04395,SEC-003,SHADOW,2025-06-16T00:00:00,2025-06-16T02:00:00,2025-06-16T00:21:00,2025-06-16T02:20:00,COMPLETED,Preventive maintenance block for task TASK-04943,S&T,TASK-04943
BLK-04396,SEC-003,SHADOW,2025-09-14T00:00:00,2025-09-14T02:00:00,2025-09-14T00:01:00,2025-09-14T02:01:00,COMPLETED,Preventive maintenance block for task TASK-04944,S&T,TASK-04944
BLK-04397,SEC-003,SHADOW,2025-12-13T00:00:00,2025-12-13T02:00:00,2025-12-12T23:56:00,2025-12-13T01:53:00,COMPLETED,Preventive maintenance block for task TASK-04945,S&T,TASK-04945
BLK-04398,SEC-003,SHADOW,2026-03-13T00:00:00,2026-03-13T02:00:00,2026-03-13T00:15:00,2026-03-13T02:14:00,COMPLETED,Preventive maintenance block for task TASK-04946,S&T,TASK-04946
BLK-04399,SEC-003,SHADOW,2026-06-11T00:00:00,2026-06-11T02:00:00,2026-06-10T23:47:00,2026-06-11T01:50:00,COMPLETED,Preventive maintenance block for task TASK-04947,S&T,TASK-04947
BLK-04400,SEC-005,SHADOW,2023-09-09T00:00:00,2023-09-09T02:00:00,2023-09-08T23:40:00,2023-09-09T01:42:00,COMPLETED,Preventive maintenance block for task TASK-04948,S&T,TASK-04948
BLK-04401,SEC-005,SHADOW,2023-12-08T00:00:00,2023-12-08T02:00:00,2023-12-07T23:33:00,2023-12-08T01:36:00,COMPLETED,Preventive maintenance block for task TASK-04949,S&T,TASK-04949
BLK-04402,SEC-005,SHADOW,2024-03-07T00:00:00,2024-03-07T02:00:00,2024-03-07T00:19:00,2024-03-07T02:13:00,COMPLETED,Preventive maintenance block for task TASK-04950,S&T,TASK-04950
BLK-04403,SEC-005,SHADOW,2024-06-05T00:00:00,2024-06-05T02:00:00,2024-06-05T00:23:00,2024-06-05T02:24:00,COMPLETED,Preventive maintenance block for task TASK-04951,S&T,TASK-04951
BLK-04404,SEC-005,SHADOW,2024-09-03T00:00:00,2024-09-03T02:00:00,2024-09-03T00:30:00,2024-09-03T02:28:00,COMPLETED,Preventive maintenance block for task TASK-04952,S&T,TASK-04952
BLK-04405,SEC-005,SHADOW,2024-12-02T00:00:00,2024-12-02T02:00:00,2024-12-02T00:25:00,2024-12-02T02:23:00,COMPLETED,Preventive maintenance block for task TASK-04953,S&T,TASK-04953
BLK-04406,SEC-005,SHADOW,2025-03-02T00:00:00,2025-03-02T02:00:00,2025-03-02T00:23:00,2025-03-02T02:18:00,COMPLETED,Preventive maintenance block for task TASK-04954,S&T,TASK-04954
BLK-04407,SEC-005,SHADOW,2025-05-31T00:00:00,2025-05-31T02:00:00,2025-05-31T00:03:00,2025-05-31T01:57:00,COMPLETED,Preventive maintenance block for task TASK-04955,S&T,TASK-04955
BLK-04408,SEC-005,SHADOW,2025-08-29T00:00:00,2025-08-29T02:00:00,2025-08-29T00:22:00,2025-08-29T02:27:00,COMPLETED,Preventive maintenance block for task TASK-04956,S&T,TASK-04956
BLK-04409,SEC-005,SHADOW,2025-11-27T00:00:00,2025-11-27T02:00:00,2025-11-26T23:48:00,2025-11-27T01:46:00,COMPLETED,Preventive maintenance block for task TASK-04957,S&T,TASK-04957
BLK-04410,SEC-005,SHADOW,2026-02-25T00:00:00,2026-02-25T02:00:00,2026-02-24T23:42:00,2026-02-25T01:45:00,COMPLETED,Preventive maintenance block for task TASK-04958,S&T,TASK-04958
BLK-04411,SEC-005,SHADOW,2026-05-26T00:00:00,2026-05-26T02:00:00,2026-05-25T23:45:00,2026-05-26T01:49:00,COMPLETED,Preventive maintenance block for task TASK-04959,S&T,TASK-04959
BLK-04412,SEC-001,TRAFFIC_BLOCK,2024-06-14T00:00:00,2024-06-14T05:00:00,2024-06-13T23:55:00,2024-06-14T04:55:00,COMPLETED,Preventive maintenance block for task TASK-04960,ENGINEERING,TASK-04960
BLK-04413,SEC-001,TRAFFIC_BLOCK,2025-06-14T00:00:00,2025-06-14T05:00:00,2025-06-14T00:07:00,2025-06-14T04:52:00,COMPLETED,Preventive maintenance block for task TASK-04961,ENGINEERING,TASK-04961
BLK-04414,SEC-001,TRAFFIC_BLOCK,2026-06-14T00:00:00,2026-06-14T05:00:00,2026-06-13T23:33:00,2026-06-14T04:34:00,COMPLETED,Preventive maintenance block for task TASK-04962,ENGINEERING,TASK-04962
BLK-04415,SEC-003,POWER_BLOCK,2023-10-17T00:00:00,2023-10-17T03:00:00,2023-10-16T23:51:00,2023-10-17T02:49:00,COMPLETED,Preventive maintenance block for task TASK-04963,TRD,TASK-04963
BLK-04416,SEC-003,POWER_BLOCK,2024-04-14T00:00:00,2024-04-14T03:00:00,2024-04-13T23:55:00,2024-04-14T02:54:00,COMPLETED,Preventive maintenance block for task TASK-04964,TRD,TASK-04964
BLK-04417,SEC-003,POWER_BLOCK,2024-10-11T00:00:00,2024-10-11T03:00:00,2024-10-10T23:55:00,2024-10-11T02:46:00,COMPLETED,Preventive maintenance block for task TASK-04965,TRD,TASK-04965
BLK-04418,SEC-003,POWER_BLOCK,2025-04-09T00:00:00,2025-04-09T03:00:00,2025-04-08T23:36:00,2025-04-09T02:34:00,COMPLETED,Preventive maintenance block for task TASK-04966,TRD,TASK-04966
BLK-04419,SEC-003,POWER_BLOCK,2025-10-06T00:00:00,2025-10-06T03:00:00,2025-10-05T23:41:00,2025-10-06T02:40:00,COMPLETED,Preventive maintenance block for task TASK-04967,TRD,TASK-04967
BLK-04420,SEC-003,POWER_BLOCK,2026-04-04T00:00:00,2026-04-04T03:00:00,2026-04-04T00:05:00,2026-04-04T03:06:00,COMPLETED,Preventive maintenance block for task TASK-04968,TRD,TASK-04968
BLK-04421,SEC-006,POWER_BLOCK,2023-12-25T00:00:00,2023-12-25T03:00:00,2023-12-25T00:19:00,2023-12-25T03:22:00,COMPLETED,Preventive maintenance block for task TASK-04969,TRD,TASK-04969
BLK-04422,SEC-006,POWER_BLOCK,2024-06-22T00:00:00,2024-06-22T03:00:00,2024-06-21T23:35:00,2024-06-22T02:35:00,COMPLETED,Preventive maintenance block for task TASK-04970,TRD,TASK-04970
BLK-04423,SEC-006,POWER_BLOCK,2024-12-19T00:00:00,2024-12-19T03:00:00,2024-12-18T23:42:00,2024-12-19T02:48:00,COMPLETED,Preventive maintenance block for task TASK-04971,TRD,TASK-04971
BLK-04424,SEC-006,POWER_BLOCK,2025-06-17T00:00:00,2025-06-17T03:00:00,2025-06-16T23:44:00,2025-06-17T02:40:00,COMPLETED,Preventive maintenance block for task TASK-04972,TRD,TASK-04972
BLK-04425,SEC-006,POWER_BLOCK,2025-12-14T00:00:00,2025-12-14T03:00:00,2025-12-14T00:27:00,2025-12-14T03:25:00,COMPLETED,Preventive maintenance block for task TASK-04973,TRD,TASK-04973
BLK-04426,SEC-006,POWER_BLOCK,2026-06-12T00:00:00,2026-06-12T03:00:00,2026-06-11T23:52:00,2026-06-12T03:00:00,COMPLETED,Preventive maintenance block for task TASK-04974,TRD,TASK-04974
BLK-04427,SEC-004,TRAFFIC_BLOCK,2024-07-12T00:00:00,2024-07-12T05:00:00,2024-07-12T00:22:00,2024-07-12T05:29:00,COMPLETED,Preventive maintenance block for task TASK-04975,ENGINEERING,TASK-04975
BLK-04428,SEC-004,TRAFFIC_BLOCK,2025-07-12T00:00:00,2025-07-12T05:00:00,2025-07-11T23:46:00,2025-07-12T04:45:00,COMPLETED,Preventive maintenance block for task TASK-04976,ENGINEERING,TASK-04976
BLK-04429,SEC-004,TRAFFIC_BLOCK,2026-07-12T00:00:00,2026-07-12T05:00:00,2026-07-12T00:10:00,2026-07-12T05:11:00,COMPLETED,Preventive maintenance block for task TASK-04977,ENGINEERING,TASK-04977
BLK-04430,SEC-006,POWER_BLOCK,2023-12-26T00:00:00,2023-12-26T03:00:00,2023-12-25T23:40:00,2023-12-26T02:47:00,COMPLETED,Preventive maintenance block for task TASK-04978,TRD,TASK-04978
BLK-04431,SEC-006,POWER_BLOCK,2024-06-23T00:00:00,2024-06-23T03:00:00,2024-06-22T23:37:00,2024-06-23T02:40:00,COMPLETED,Preventive maintenance block for task TASK-04979,TRD,TASK-04979
BLK-04432,SEC-006,POWER_BLOCK,2024-12-20T00:00:00,2024-12-20T03:00:00,2024-12-19T23:49:00,2024-12-20T02:55:00,COMPLETED,Preventive maintenance block for task TASK-04980,TRD,TASK-04980
BLK-04433,SEC-006,POWER_BLOCK,2025-06-18T00:00:00,2025-06-18T03:00:00,2025-06-17T23:49:00,2025-06-18T02:51:00,COMPLETED,Preventive maintenance block for task TASK-04981,TRD,TASK-04981
BLK-04434,SEC-006,POWER_BLOCK,2025-12-15T00:00:00,2025-12-15T03:00:00,2025-12-15T00:23:00,2025-12-15T03:27:00,COMPLETED,Preventive maintenance block for task TASK-04982,TRD,TASK-04982
BLK-04435,SEC-006,POWER_BLOCK,2026-06-13T00:00:00,2026-06-13T03:00:00,2026-06-12T23:44:00,2026-06-13T02:35:00,COMPLETED,Preventive maintenance block for task TASK-04983,TRD,TASK-04983
BLK-04436,SEC-002,POWER_BLOCK,2023-11-03T00:00:00,2023-11-03T03:00:00,2023-11-02T23:54:00,2023-11-03T02:55:00,COMPLETED,Preventive maintenance block for task TASK-04984,TRD,TASK-04984
BLK-04437,SEC-002,POWER_BLOCK,2024-05-01T00:00:00,2024-05-01T03:00:00,2024-05-01T00:10:00,2024-05-01T03:11:00,COMPLETED,Preventive maintenance block for task TASK-04985,TRD,TASK-04985
BLK-04438,SEC-002,POWER_BLOCK,2024-10-28T00:00:00,2024-10-28T03:00:00,2024-10-28T00:20:00,2024-10-28T03:16:00,COMPLETED,Preventive maintenance block for task TASK-04986,TRD,TASK-04986
BLK-04439,SEC-002,POWER_BLOCK,2025-04-26T00:00:00,2025-04-26T03:00:00,2025-04-25T23:44:00,2025-04-26T02:40:00,COMPLETED,Preventive maintenance block for task TASK-04987,TRD,TASK-04987
BLK-04440,SEC-002,POWER_BLOCK,2025-10-23T00:00:00,2025-10-23T03:00:00,2025-10-23T00:18:00,2025-10-23T03:09:00,COMPLETED,Preventive maintenance block for task TASK-04988,TRD,TASK-04988
BLK-04441,SEC-002,POWER_BLOCK,2026-04-21T00:00:00,2026-04-21T03:00:00,2026-04-21T00:07:00,2026-04-21T03:06:00,COMPLETED,Preventive maintenance block for task TASK-04989,TRD,TASK-04989
BLK-04442,SEC-003,POWER_BLOCK,2024-01-18T00:00:00,2024-01-18T03:00:00,2024-01-17T23:44:00,2024-01-18T02:39:00,COMPLETED,Preventive maintenance block for task TASK-04990,TRD,TASK-04990
BLK-04443,SEC-003,POWER_BLOCK,2024-07-16T00:00:00,2024-07-16T03:00:00,2024-07-15T23:30:00,2024-07-16T02:22:00,COMPLETED,Preventive maintenance block for task TASK-04991,TRD,TASK-04991
BLK-04444,SEC-003,POWER_BLOCK,2025-01-12T00:00:00,2025-01-12T03:00:00,2025-01-12T00:09:00,2025-01-12T03:06:00,COMPLETED,Preventive maintenance block for task TASK-04992,TRD,TASK-04992
BLK-04445,SEC-003,POWER_BLOCK,2025-07-11T00:00:00,2025-07-11T03:00:00,2025-07-10T23:35:00,2025-07-11T02:29:00,COMPLETED,Preventive maintenance block for task TASK-04993,TRD,TASK-04993
BLK-04446,SEC-003,POWER_BLOCK,2026-01-07T00:00:00,2026-01-07T03:00:00,2026-01-06T23:43:00,2026-01-07T02:34:00,COMPLETED,Preventive maintenance block for task TASK-04994,TRD,TASK-04994
BLK-04447,SEC-003,POWER_BLOCK,2026-07-06T00:00:00,2026-07-06T03:00:00,2026-07-06T00:24:00,2026-07-06T03:22:00,COMPLETED,Preventive maintenance block for task TASK-04995,TRD,TASK-04995
BLK-04448,SEC-006,TRAFFIC_BLOCK,2023-08-18T00:00:00,2023-08-18T05:00:00,2023-08-17T23:54:00,2023-08-18T05:00:00,COMPLETED,Preventive maintenance block for task TASK-04996,ENGINEERING,TASK-04996
BLK-04449,SEC-006,TRAFFIC_BLOCK,2024-08-17T00:00:00,2024-08-17T05:00:00,2024-08-16T23:54:00,2024-08-17T04:59:00,COMPLETED,Preventive maintenance block for task TASK-04997,ENGINEERING,TASK-04997
BLK-04450,SEC-006,TRAFFIC_BLOCK,2025-08-17T00:00:00,2025-08-17T05:00:00,2025-08-17T00:05:00,2025-08-17T05:12:00,COMPLETED,Preventive maintenance block for task TASK-04998,ENGINEERING,TASK-04998
BLK-04451,SEC-006,POWER_BLOCK,2023-11-03T00:00:00,2023-11-03T03:00:00,2023-11-03T00:20:00,2023-11-03T03:23:00,COMPLETED,Preventive maintenance block for task TASK-04999,TRD,TASK-04999
BLK-04452,SEC-006,POWER_BLOCK,2024-05-01T00:00:00,2024-05-01T03:00:00,2024-05-01T00:28:00,2024-05-01T03:21:00,COMPLETED,Preventive maintenance block for task TASK-05000,TRD,TASK-05000
BLK-04453,SEC-006,POWER_BLOCK,2024-10-28T00:00:00,2024-10-28T03:00:00,2024-10-27T23:31:00,2024-10-28T02:38:00,COMPLETED,Preventive maintenance block for task TASK-05001,TRD,TASK-05001
BLK-04454,SEC-006,POWER_BLOCK,2025-04-26T00:00:00,2025-04-26T03:00:00,2025-04-26T00:01:00,2025-04-26T02:54:00,COMPLETED,Preventive maintenance block for task TASK-05002,TRD,TASK-05002
BLK-04455,SEC-006,POWER_BLOCK,2025-10-23T00:00:00,2025-10-23T03:00:00,2025-10-23T00:19:00,2025-10-23T03:19:00,COMPLETED,Preventive maintenance block for task TASK-05003,TRD,TASK-05003
BLK-04456,SEC-006,POWER_BLOCK,2026-04-21T00:00:00,2026-04-21T03:00:00,2026-04-21T00:02:00,2026-04-21T02:54:00,COMPLETED,Preventive maintenance block for task TASK-05004,TRD,TASK-05004
BLK-04457,SEC-004,TRAFFIC_BLOCK,2024-06-04T00:00:00,2024-06-04T05:00:00,2024-06-03T23:55:00,2024-06-04T04:58:00,COMPLETED,Preventive maintenance block for task TASK-05005,ENGINEERING,TASK-05005
BLK-04458,SEC-004,TRAFFIC_BLOCK,2025-06-04T00:00:00,2025-06-04T05:00:00,2025-06-04T00:19:00,2025-06-04T05:12:00,COMPLETED,Preventive maintenance block for task TASK-05006,ENGINEERING,TASK-05006
BLK-04459,SEC-004,TRAFFIC_BLOCK,2026-06-04T00:00:00,2026-06-04T05:00:00,2026-06-03T23:33:00,2026-06-04T04:27:00,COMPLETED,Preventive maintenance block for task TASK-05007,ENGINEERING,TASK-05007
BLK-04460,SEC-003,SHADOW,2023-09-03T00:00:00,2023-09-03T02:00:00,2023-09-03T00:24:00,2023-09-03T02:29:00,COMPLETED,Preventive maintenance block for task TASK-05008,S&T,TASK-05008
BLK-04461,SEC-003,SHADOW,2023-12-02T00:00:00,2023-12-02T02:00:00,2023-12-02T00:18:00,2023-12-02T02:17:00,COMPLETED,Preventive maintenance block for task TASK-05009,S&T,TASK-05009
BLK-04462,SEC-003,SHADOW,2024-03-01T00:00:00,2024-03-01T02:00:00,2024-03-01T00:20:00,2024-03-01T02:16:00,COMPLETED,Preventive maintenance block for task TASK-05010,S&T,TASK-05010
BLK-04463,SEC-003,SHADOW,2024-05-30T00:00:00,2024-05-30T02:00:00,2024-05-29T23:56:00,2024-05-30T02:00:00,COMPLETED,Preventive maintenance block for task TASK-05011,S&T,TASK-05011
BLK-04464,SEC-003,SHADOW,2024-08-28T00:00:00,2024-08-28T02:00:00,2024-08-27T23:55:00,2024-08-28T01:50:00,COMPLETED,Preventive maintenance block for task TASK-05012,S&T,TASK-05012
BLK-04465,SEC-003,SHADOW,2024-11-26T00:00:00,2024-11-26T02:00:00,2024-11-26T00:07:00,2024-11-26T02:01:00,COMPLETED,Preventive maintenance block for task TASK-05013,S&T,TASK-05013
BLK-04466,SEC-003,SHADOW,2025-02-24T00:00:00,2025-02-24T02:00:00,2025-02-24T00:30:00,2025-02-24T02:31:00,COMPLETED,Preventive maintenance block for task TASK-05014,S&T,TASK-05014
BLK-04467,SEC-003,SHADOW,2025-05-25T00:00:00,2025-05-25T02:00:00,2025-05-25T00:07:00,2025-05-25T02:09:00,COMPLETED,Preventive maintenance block for task TASK-05015,S&T,TASK-05015
BLK-04468,SEC-003,SHADOW,2025-08-23T00:00:00,2025-08-23T02:00:00,2025-08-23T00:30:00,2025-08-23T02:25:00,COMPLETED,Preventive maintenance block for task TASK-05016,S&T,TASK-05016
BLK-04469,SEC-003,SHADOW,2025-11-21T00:00:00,2025-11-21T02:00:00,2025-11-21T00:14:00,2025-11-21T02:09:00,COMPLETED,Preventive maintenance block for task TASK-05017,S&T,TASK-05017
BLK-04470,SEC-003,SHADOW,2026-02-19T00:00:00,2026-02-19T02:00:00,2026-02-18T23:34:00,2026-02-19T01:38:00,COMPLETED,Preventive maintenance block for task TASK-05018,S&T,TASK-05018
BLK-04471,SEC-003,SHADOW,2026-05-20T00:00:00,2026-05-20T02:00:00,2026-05-19T23:34:00,2026-05-20T01:33:00,COMPLETED,Preventive maintenance block for task TASK-05019,S&T,TASK-05019
BLK-04472,SEC-001,SHADOW,2023-10-04T00:00:00,2023-10-04T02:00:00,2023-10-03T23:57:00,2023-10-04T02:02:00,COMPLETED,Preventive maintenance block for task TASK-05020,S&T,TASK-05020
BLK-04473,SEC-001,SHADOW,2024-01-02T00:00:00,2024-01-02T02:00:00,2024-01-02T00:28:00,2024-01-02T02:26:00,COMPLETED,Preventive maintenance block for task TASK-05021,S&T,TASK-05021
BLK-04474,SEC-001,SHADOW,2024-04-01T00:00:00,2024-04-01T02:00:00,2024-03-31T23:38:00,2024-04-01T01:33:00,COMPLETED,Preventive maintenance block for task TASK-05022,S&T,TASK-05022
BLK-04475,SEC-001,SHADOW,2024-06-30T00:00:00,2024-06-30T02:00:00,2024-06-30T00:20:00,2024-06-30T02:18:00,COMPLETED,Preventive maintenance block for task TASK-05023,S&T,TASK-05023
BLK-04476,SEC-001,SHADOW,2024-09-28T00:00:00,2024-09-28T02:00:00,2024-09-28T00:06:00,2024-09-28T02:02:00,COMPLETED,Preventive maintenance block for task TASK-05024,S&T,TASK-05024
BLK-04477,SEC-001,SHADOW,2024-12-27T00:00:00,2024-12-27T02:00:00,2024-12-27T00:02:00,2024-12-27T02:07:00,COMPLETED,Preventive maintenance block for task TASK-05025,S&T,TASK-05025
BLK-04478,SEC-001,SHADOW,2025-03-27T00:00:00,2025-03-27T02:00:00,2025-03-27T00:16:00,2025-03-27T02:21:00,COMPLETED,Preventive maintenance block for task TASK-05026,S&T,TASK-05026
BLK-04479,SEC-001,SHADOW,2025-06-25T00:00:00,2025-06-25T02:00:00,2025-06-24T23:33:00,2025-06-25T01:36:00,COMPLETED,Preventive maintenance block for task TASK-05027,S&T,TASK-05027
BLK-04480,SEC-001,SHADOW,2025-09-23T00:00:00,2025-09-23T02:00:00,2025-09-23T00:00:00,2025-09-23T01:54:00,COMPLETED,Preventive maintenance block for task TASK-05028,S&T,TASK-05028
BLK-04481,SEC-001,SHADOW,2025-12-22T00:00:00,2025-12-22T02:00:00,2025-12-22T00:14:00,2025-12-22T02:13:00,COMPLETED,Preventive maintenance block for task TASK-05029,S&T,TASK-05029
BLK-04482,SEC-001,SHADOW,2026-03-22T00:00:00,2026-03-22T02:00:00,2026-03-22T00:23:00,2026-03-22T02:21:00,COMPLETED,Preventive maintenance block for task TASK-05030,S&T,TASK-05030
BLK-04483,SEC-001,SHADOW,2026-06-20T00:00:00,2026-06-20T02:00:00,2026-06-19T23:52:00,2026-06-20T01:50:00,COMPLETED,Preventive maintenance block for task TASK-05031,S&T,TASK-05031
BLK-04484,SEC-005,SHADOW,2023-09-20T00:00:00,2023-09-20T02:00:00,2023-09-19T23:36:00,2023-09-20T01:38:00,COMPLETED,Preventive maintenance block for task TASK-05032,S&T,TASK-05032
BLK-04485,SEC-005,SHADOW,2023-12-19T00:00:00,2023-12-19T02:00:00,2023-12-18T23:55:00,2023-12-19T01:53:00,COMPLETED,Preventive maintenance block for task TASK-05033,S&T,TASK-05033
BLK-04486,SEC-005,SHADOW,2024-03-18T00:00:00,2024-03-18T02:00:00,2024-03-17T23:36:00,2024-03-18T01:34:00,COMPLETED,Preventive maintenance block for task TASK-05034,S&T,TASK-05034
BLK-04487,SEC-005,SHADOW,2024-06-16T00:00:00,2024-06-16T02:00:00,2024-06-15T23:35:00,2024-06-16T01:38:00,COMPLETED,Preventive maintenance block for task TASK-05035,S&T,TASK-05035
BLK-04488,SEC-005,SHADOW,2024-09-14T00:00:00,2024-09-14T02:00:00,2024-09-13T23:32:00,2024-09-14T01:37:00,COMPLETED,Preventive maintenance block for task TASK-05036,S&T,TASK-05036
BLK-04489,SEC-005,SHADOW,2024-12-13T00:00:00,2024-12-13T02:00:00,2024-12-12T23:36:00,2024-12-13T01:36:00,COMPLETED,Preventive maintenance block for task TASK-05037,S&T,TASK-05037
BLK-04490,SEC-005,SHADOW,2025-03-13T00:00:00,2025-03-13T02:00:00,2025-03-12T23:31:00,2025-03-13T01:33:00,COMPLETED,Preventive maintenance block for task TASK-05038,S&T,TASK-05038
BLK-04491,SEC-005,SHADOW,2025-06-11T00:00:00,2025-06-11T02:00:00,2025-06-11T00:03:00,2025-06-11T02:06:00,COMPLETED,Preventive maintenance block for task TASK-05039,S&T,TASK-05039
BLK-04492,SEC-005,SHADOW,2025-09-09T00:00:00,2025-09-09T02:00:00,2025-09-09T00:18:00,2025-09-09T02:16:00,COMPLETED,Preventive maintenance block for task TASK-05040,S&T,TASK-05040
BLK-04493,SEC-005,SHADOW,2025-12-08T00:00:00,2025-12-08T02:00:00,2025-12-08T00:01:00,2025-12-08T02:02:00,COMPLETED,Preventive maintenance block for task TASK-05041,S&T,TASK-05041
BLK-04494,SEC-005,SHADOW,2026-03-08T00:00:00,2026-03-08T02:00:00,2026-03-08T00:21:00,2026-03-08T02:26:00,COMPLETED,Preventive maintenance block for task TASK-05042,S&T,TASK-05042
BLK-04495,SEC-005,SHADOW,2026-06-06T00:00:00,2026-06-06T02:00:00,2026-06-05T23:41:00,2026-06-06T01:39:00,COMPLETED,Preventive maintenance block for task TASK-05043,S&T,TASK-05043
BLK-04496,SEC-003,SHADOW,2023-09-02T00:00:00,2023-09-02T02:00:00,2023-09-01T23:52:00,2023-09-02T01:51:00,COMPLETED,Preventive maintenance block for task TASK-05044,S&T,TASK-05044
BLK-04497,SEC-003,SHADOW,2023-12-01T00:00:00,2023-12-01T02:00:00,2023-11-30T23:52:00,2023-12-01T01:46:00,COMPLETED,Preventive maintenance block for task TASK-05045,S&T,TASK-05045
BLK-04498,SEC-003,SHADOW,2024-02-29T00:00:00,2024-02-29T02:00:00,2024-02-29T00:28:00,2024-02-29T02:32:00,COMPLETED,Preventive maintenance block for task TASK-05046,S&T,TASK-05046
BLK-04499,SEC-003,SHADOW,2024-05-29T00:00:00,2024-05-29T02:00:00,2024-05-28T23:42:00,2024-05-29T01:40:00,COMPLETED,Preventive maintenance block for task TASK-05047,S&T,TASK-05047
BLK-04500,SEC-003,SHADOW,2024-08-27T00:00:00,2024-08-27T02:00:00,2024-08-27T00:21:00,2024-08-27T02:22:00,COMPLETED,Preventive maintenance block for task TASK-05048,S&T,TASK-05048
BLK-04501,SEC-003,SHADOW,2024-11-25T00:00:00,2024-11-25T02:00:00,2024-11-24T23:46:00,2024-11-25T01:46:00,COMPLETED,Preventive maintenance block for task TASK-05049,S&T,TASK-05049
BLK-04502,SEC-003,SHADOW,2025-02-23T00:00:00,2025-02-23T02:00:00,2025-02-22T23:56:00,2025-02-23T01:50:00,COMPLETED,Preventive maintenance block for task TASK-05050,S&T,TASK-05050
BLK-04503,SEC-003,SHADOW,2025-05-24T00:00:00,2025-05-24T02:00:00,2025-05-24T00:13:00,2025-05-24T02:16:00,COMPLETED,Preventive maintenance block for task TASK-05051,S&T,TASK-05051
BLK-04504,SEC-003,SHADOW,2025-08-22T00:00:00,2025-08-22T02:00:00,2025-08-22T00:10:00,2025-08-22T02:10:00,COMPLETED,Preventive maintenance block for task TASK-05052,S&T,TASK-05052
BLK-04505,SEC-003,SHADOW,2025-11-20T00:00:00,2025-11-20T02:00:00,2025-11-20T00:18:00,2025-11-20T02:12:00,COMPLETED,Preventive maintenance block for task TASK-05053,S&T,TASK-05053
BLK-04506,SEC-003,SHADOW,2026-02-18T00:00:00,2026-02-18T02:00:00,2026-02-17T23:43:00,2026-02-18T01:40:00,COMPLETED,Preventive maintenance block for task TASK-05054,S&T,TASK-05054
BLK-04507,SEC-003,SHADOW,2026-05-19T00:00:00,2026-05-19T02:00:00,2026-05-18T23:40:00,2026-05-19T01:41:00,COMPLETED,Preventive maintenance block for task TASK-05055,S&T,TASK-05055
BLK-04508,SEC-001,SHADOW,2023-10-18T00:00:00,2023-10-18T02:00:00,2023-10-18T00:04:00,2023-10-18T02:02:00,COMPLETED,Preventive maintenance block for task TASK-05056,S&T,TASK-05056
BLK-04509,SEC-001,SHADOW,2024-01-16T00:00:00,2024-01-16T02:00:00,2024-01-16T00:22:00,2024-01-16T02:26:00,COMPLETED,Preventive maintenance block for task TASK-05057,S&T,TASK-05057
BLK-04510,SEC-001,SHADOW,2024-04-15T00:00:00,2024-04-15T02:00:00,2024-04-15T00:14:00,2024-04-15T02:08:00,COMPLETED,Preventive maintenance block for task TASK-05058,S&T,TASK-05058
BLK-04511,SEC-001,SHADOW,2024-07-14T00:00:00,2024-07-14T02:00:00,2024-07-13T23:45:00,2024-07-14T01:41:00,COMPLETED,Preventive maintenance block for task TASK-05059,S&T,TASK-05059
BLK-04512,SEC-001,SHADOW,2024-10-12T00:00:00,2024-10-12T02:00:00,2024-10-12T00:04:00,2024-10-12T02:04:00,COMPLETED,Preventive maintenance block for task TASK-05060,S&T,TASK-05060
BLK-04513,SEC-001,SHADOW,2025-01-10T00:00:00,2025-01-10T02:00:00,2025-01-09T23:30:00,2025-01-10T01:30:00,COMPLETED,Preventive maintenance block for task TASK-05061,S&T,TASK-05061
BLK-04514,SEC-001,SHADOW,2025-04-10T00:00:00,2025-04-10T02:00:00,2025-04-09T23:30:00,2025-04-10T01:24:00,COMPLETED,Preventive maintenance block for task TASK-05062,S&T,TASK-05062
