defect_id,asset_id,detected_date,inspection_id,defect_type,severity_level,safety_effect,operational_effect,status,resolved_date
DEF-00435,AST-374,2025-09-04T00:00:00,INS-08716,Poor Signal Aspect Visibility,MAJOR,Unstable aspect indication,Block Required,CLOSED,2025-09-12T01:33:00
DEF-00438,AST-378,2025-09-30T00:00:00,INS-08802,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2025-10-18T00:31:00
DEF-00439,AST-381,2025-08-13T00:00:00,INS-08886,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2025-08-28T00:00:00
DEF-00440,AST-381,2025-12-11T00:00:00,INS-08890,REPETITIVE: Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2025-12-25T01:25:00
DEF-00443,AST-387,2025-02-18T00:00:00,INS-08996,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2025-03-02T00:00:00
DEF-00444,AST-387,2025-11-15T00:00:00,INS-09005,Voltage Fluctuation,CRITICAL,Signal aspect failures (Red default),Block Required,CLOSED,2025-11-15T14:06:00
DEF-00445,AST-387,2026-01-14T00:00:00,INS-09007,Voltage Fluctuation,MAJOR,Unstable aspect indication,Block Required,CLOSED,2026-01-18T00:00:00
DEF-00447,AST-390,2025-06-24T00:00:00,INS-09062,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2025-07-07T01:15:00
DEF-00449,AST-392,2024-04-02T00:00:00,INS-09097,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2024-04-20T01:37:00
DEF-00450,AST-392,2024-05-02T00:00:00,INS-09098,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2024-05-13T00:45:00
DEF-00451,AST-392,2024-06-01T00:00:00,INS-09099,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2024-06-14T00:47:00
DEF-00452,AST-392,2024-08-30T00:00:00,INS-09102,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2024-09-15T01:49:00
DEF-00460,AST-398,2024-09-18T00:00:00,INS-09230,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2024-10-09T00:52:00
DEF-00461,AST-398,2026-01-11T00:00:00,INS-09246,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2026-01-27T00:44:00
DEF-00463,AST-401,2026-02-11T00:00:00,INS-09331,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2026-03-06T00:40:00
DEF-00464,AST-401,2026-03-13T00:00:00,INS-09332,Voltage Fluctuation,CRITICAL,Signal aspect failures (Red default),Block Required,CLOSED,2026-03-13T15:35:00
DEF-00466,AST-404,2026-02-16T00:00:00,INS-09415,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2026-03-12T01:21:00
DEF-00470,AST-409,2025-01-21T00:00:00,INS-09492,REPETITIVE: Voltage Fluctuation,MAJOR,Unstable aspect indication,Block Required,CLOSED,2025-01-26T01:26:00
DEF-00471,AST-409,2025-03-22T00:00:00,INS-09494,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2025-04-11T00:51:00
DEF-00472,AST-410,2025-04-30T00:00:00,INS-09532,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2025-05-17T01:28:00
DEF-00476,AST-414,2024-04-28T00:00:00,INS-09599,REPETITIVE: Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2024-05-23T00:42:00
DEF-00477,AST-414,2025-01-23T00:00:00,INS-09608,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2025-02-17T01:22:00
DEF-00480,AST-418,2025-09-20T00:00:00,INS-09720,Voltage Fluctuation,MAJOR,Unstable aspect indication,Block Required,CLOSED,2025-09-23T01:42:00
DEF-00481,AST-421,2023-10-07T00:00:00,INS-09763,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2023-10-24T01:46:00
DEF-00482,AST-421,2024-11-30T00:00:00,INS-09777,Voltage Fluctuation,MAJOR,Unstable aspect indication,Block Required,CLOSED,2024-12-02T01:49:00
DEF-00483,AST-421,2026-06-23T00:00:00,INS-09796,REPETITIVE: Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2026-07-06T01:39:00
DEF-00484,AST-424,2023-11-01T00:00:00,INS-09831,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2023-11-16T01:02:00
DEF-00485,AST-424,2024-05-29T00:00:00,INS-09838,Voltage Fluctuation,CRITICAL,Signal aspect failures (Red default),Block Required,CLOSED,2024-05-29T12:48:00
DEF-00486,AST-424,2025-01-24T00:00:00,INS-09846,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2025-02-10T01:05:00
DEF-00487,AST-424,2025-09-21T00:00:00,INS-09854,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2025-10-05T00:44:00
DEF-00490,AST-429,2025-03-15T00:00:00,INS-09970,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2025-03-27T01:37:00
DEF-00491,AST-429,2025-05-14T00:00:00,INS-09972,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2025-06-08T01:44:00
DEF-00492,AST-429,2025-10-11T00:00:00,INS-09977,Voltage Fluctuation,MAJOR,Unstable aspect indication,Block Required,CLOSED,2025-10-13T01:15:00
DEF-00493,AST-429,2026-02-08T00:00:00,INS-09981,Voltage Fluctuation,MAJOR,Unstable aspect indication,Block Required,CLOSED,2026-02-15T02:40:00
DEF-00495,AST-433,2024-01-07T00:00:00,INS-10055,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2024-01-17T01:23:00
DEF-00496,AST-433,2024-04-06T00:00:00,INS-10058,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2024-04-29T01:42:00
DEF-00497,AST-433,2025-06-30T00:00:00,INS-10073,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2025-07-22T00:50:00
DEF-00498,AST-433,2025-07-30T00:00:00,INS-10074,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2025-08-22T00:59:00
DEF-00499,AST-433,2025-09-28T00:00:00,INS-10076,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2025-10-17T00:51:00
DEF-00500,AST-435,2025-10-05T00:00:00,INS-10125,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2025-10-25T01:17:00
DEF-00501,AST-437,2024-10-08T00:00:00,INS-10161,Poor Signal Aspect Visibility,CRITICAL,Signal aspect failures (Red default),Block Required,CLOSED,2024-10-14T08:26:00
DEF-00502,AST-437,2026-03-02T00:00:00,INS-10178,Voltage Fluctuation,MAJOR,Unstable aspect indication,Block Required,CLOSED,2026-03-05T02:27:00
DEF-00504,AST-441,2024-07-29T00:00:00,INS-10263,Poor Signal Aspect Visibility,MAJOR,Unstable aspect indication,Block Required,CLOSED,2024-08-05T01:06:00
DEF-00505,AST-441,2026-04-20T00:00:00,INS-10284,Voltage Fluctuation,MAJOR,Unstable aspect indication,Block Required,CLOSED,2026-04-25T02:11:00
DEF-00508,AST-445,2024-03-03T00:00:00,INS-10345,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2024-03-20T01:11:00
DEF-00509,AST-447,2023-12-01T00:00:00,INS-10391,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2023-12-18T00:59:00
DEF-00510,AST-447,2024-07-28T00:00:00,INS-10399,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2024-08-19T00:50:00
DEF-00511,AST-447,2026-04-19T00:00:00,INS-10420,Voltage Fluctuation,CRITICAL,Signal aspect failures (Red default),Block Required,CLOSED,2026-04-19T10:22:00
DEF-00512,AST-450,2026-03-29T00:00:00,INS-10486,Poor Signal Aspect Visibility,MAJOR,Unstable aspect indication,Block Required,CLOSED,2026-04-03T01:26:00
DEF-00514,AST-452,2024-12-16T00:00:00,INS-10520,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2025-01-04T01:19:00
DEF-00516,AST-455,2025-03-09T00:00:00,INS-10607,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2025-03-26T01:21:00
DEF-00522,AST-462,2026-03-26T00:00:00,INS-10735,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2026-04-05T01:17:00
DEF-00523,AST-464,2024-05-24T00:00:00,INS-10767,REPETITIVE: Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2024-06-04T01:32:00
DEF-00524,AST-464,2025-03-20T00:00:00,INS-10777,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2025-04-13T00:39:00
DEF-00525,AST-464,2025-08-17T00:00:00,INS-10782,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2025-09-02T01:53:00
DEF-00534,AST-478,2024-09-08T00:00:00,INS-11083,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2024-09-22T01:47:00
DEF-00544,AST-483,2023-11-21T00:00:00,INS-11164,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2023-12-13T00:00:00
DEF-00545,AST-483,2026-06-08T00:00:00,INS-11195,Voltage Fluctuation,MAJOR,Unstable aspect indication,Block Required,CLOSED,2026-06-12T02:05:00
DEF-00547,AST-485,2024-01-17T00:00:00,INS-11220,Voltage Fluctuation,MAJOR,Unstable aspect indication,Block Required,CLOSED,2024-01-20T02:04:00
DEF-00548,AST-485,2025-04-11T00:00:00,INS-11235,Poor Signal Aspect Visibility,CRITICAL,Signal aspect failures (Red default),Block Required,CLOSED,2025-04-20T10:12:00
DEF-00550,AST-489,2024-06-04T00:00:00,INS-11297,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2024-06-25T01:38:00
DEF-00551,AST-489,2025-01-30T00:00:00,INS-11305,Voltage Fluctuation,MAJOR,Unstable aspect indication,Block Required,CLOSED,2025-02-06T02:25:00
DEF-00552,AST-489,2025-03-01T00:00:00,INS-11306,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2025-03-13T01:25:00
DEF-00553,AST-489,2026-07-24T00:00:00,INS-11323,REPETITIVE: Poor Signal Aspect Visibility,MINOR,No restriction,,OPEN,
DEF-00564,AST-496,2024-05-19T00:00:00,INS-11417,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2024-06-07T01:15:00
DEF-00565,AST-496,2025-05-14T00:00:00,INS-11429,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2025-06-06T01:15:00
DEF-00568,AST-500,2025-01-13T00:00:00,INS-11503,Voltage Fluctuation,MAJOR,Unstable aspect indication,Block Required,CLOSED,2025-01-18T01:53:00
DEF-00569,AST-500,2025-02-12T00:00:00,INS-11504,Voltage Fluctuation,MAJOR,Unstable aspect indication,Block Required,CLOSED,2025-02-18T02:10:00
DEF-00570,AST-500,2025-04-13T00:00:00,INS-11506,REPETITIVE: Voltage Fluctuation,MINOR,No restriction,,CLOSED,2025-04-25T00:00:00
DEF-00571,AST-500,2025-08-11T00:00:00,INS-11510,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2025-08-24T00:43:00
DEF-00572,AST-500,2026-04-08T00:00:00,INS-11518,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2026-04-23T01:13:00
DEF-00573,AST-502,2024-08-14T00:00:00,INS-11547,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2024-09-08T00:47:00
DEF-00574,AST-502,2025-07-10T00:00:00,INS-11558,REPETITIVE: Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2025-08-02T01:25:00
DEF-00575,AST-504,2024-08-05T00:00:00,INS-11595,REPETITIVE: Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2024-08-26T01:44:00
DEF-00576,AST-504,2024-11-03T00:00:00,INS-11598,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2024-11-28T01:34:00
DEF-00578,AST-506,2024-07-28T00:00:00,INS-11650,Voltage Fluctuation,MAJOR,Unstable aspect indication,Block Required,CLOSED,2024-08-02T02:09:00
DEF-00579,AST-506,2024-08-27T00:00:00,INS-11651,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2024-09-20T01:14:00
DEF-00580,AST-506,2025-11-20T00:00:00,INS-11666,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2025-12-05T01:29:00
DEF-00581,AST-507,2025-06-25T00:00:00,INS-11698,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2025-07-15T00:00:00
DEF-00583,AST-511,2026-03-10T00:00:00,INS-11804,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2026-03-27T01:13:00
DEF-00586,AST-514,2025-12-31T00:00:00,INS-11862,Voltage Fluctuation,MAJOR,Unstable aspect indication,Block Required,CLOSED,2026-01-05T01:26:00
DEF-00588,AST-517,2024-10-08T00:00:00,INS-11908,Voltage Fluctuation,CRITICAL,Signal aspect failures (Red default),Block Required,CLOSED,2024-10-08T12:46:00
DEF-00589,AST-517,2025-04-06T00:00:00,INS-11914,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2025-05-01T01:10:00
DEF-00590,AST-517,2026-05-31T00:00:00,INS-11928,REPETITIVE: Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2026-06-21T01:06:00
DEF-00591,AST-520,2023-08-09T00:00:00,INS-11967,Poor Signal Aspect Visibility,MAJOR,Unstable aspect indication,Block Required,CLOSED,2023-08-14T01:58:00
DEF-00592,AST-520,2024-12-31T00:00:00,INS-11984,Voltage Fluctuation,CRITICAL,Signal aspect failures (Red default),Block Required,CLOSED,2024-12-31T10:30:00
DEF-00593,AST-520,2026-07-24T00:00:00,INS-12003,Poor Signal Aspect Visibility,CRITICAL,Signal aspect failures (Red default),Block Required,CLOSED,2026-07-24T05:59:00
DEF-00596,AST-524,2026-06-23T00:00:00,INS-12095,Voltage Fluctuation,MAJOR,Unstable aspect indication,Block Required,CLOSED,2026-06-26T01:22:00
DEF-00601,AST-529,2025-03-04T00:00:00,INS-12165,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2025-03-20T00:32:00
DEF-00606,AST-533,2023-12-23T00:00:00,INS-12236,REPETITIVE: Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2024-01-02T01:38:00
DEF-00607,AST-533,2026-03-12T00:00:00,INS-12263,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2026-03-24T01:30:00
DEF-00608,AST-534,2025-01-19T00:00:00,INS-12285,REPETITIVE: Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2025-01-30T01:11:00
DEF-00613,AST-538,2025-11-01T00:00:00,INS-12368,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2025-11-14T01:01:00
DEF-00621,AST-545,2024-04-10T00:00:00,INS-12489,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2024-05-01T01:28:00
DEF-00622,AST-545,2025-03-06T00:00:00,INS-12500,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2025-03-25T01:12:00
DEF-00623,AST-545,2026-04-30T00:00:00,INS-12514,Voltage Fluctuation,MAJOR,Unstable aspect indication,Block Required,CLOSED,2026-05-03T02:02:00
DEF-00624,AST-545,2026-06-29T00:00:00,INS-12516,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2026-07-15T01:43:00
DEF-00636,AST-558,2023-08-08T00:00:00,INS-12748,Voltage Fluctuation,MAJOR,Unstable aspect indication,Block Required,CLOSED,2023-08-19T01:38:00
DEF-00637,AST-558,2023-09-07T00:00:00,INS-12749,Voltage Fluctuation,CRITICAL,Signal aspect failures (Red default),Block Required,CLOSED,2023-09-11T08:21:00
DEF-00638,AST-558,2024-02-04T00:00:00,INS-12754,REPETITIVE: Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2024-02-18T01:29:00
DEF-00639,AST-558,2026-06-23T00:00:00,INS-12783,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2026-07-23T00:59:00
DEF-00640,AST-559,2024-03-09T00:00:00,INS-12792,Voltage Fluctuation,CRITICAL,Signal aspect failures (Red default),Block Required,CLOSED,2024-03-09T10:34:00
DEF-00641,AST-559,2026-06-27T00:00:00,INS-12820,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2026-07-17T00:58:00
DEF-00642,AST-560,2026-07-30T00:00:00,INS-12858,REPETITIVE: Voltage Fluctuation,MINOR,No restriction,,OPEN,
DEF-00643,AST-561,2024-01-19T00:00:00,INS-12864,REPETITIVE: Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2024-02-04T01:06:00
DEF-00644,AST-561,2024-03-19T00:00:00,INS-12866,Voltage Fluctuation,MAJOR,Unstable aspect indication,Block Required,CLOSED,2024-03-26T01:56:00
DEF-00648,AST-569,2024-04-03T00:00:00,INS-13015,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2024-04-23T00:00:00
DEF-00649,AST-569,2025-02-27T00:00:00,INS-13026,REPETITIVE: Voltage Fluctuation,MINOR,No restriction,,CLOSED,2025-03-11T01:13:00
DEF-00650,AST-569,2025-12-24T00:00:00,INS-13036,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2026-01-11T01:23:00
DEF-00651,AST-569,2026-02-22T00:00:00,INS-13038,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2026-03-11T01:02:00
DEF-00654,AST-572,2023-09-03T00:00:00,INS-13075,REPETITIVE: Voltage Fluctuation,MINOR,No restriction,,CLOSED,2023-09-19T00:00:00
DEF-00655,AST-572,2025-02-24T00:00:00,INS-13093,Voltage Fluctuation,CRITICAL,Signal aspect failures (Red default),Block Required,CLOSED,2025-02-24T10:37:00
DEF-00656,AST-575,2024-12-16T00:00:00,INS-13176,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2025-01-03T00:39:00
DEF-00657,AST-575,2025-01-15T00:00:00,INS-13177,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2025-02-09T00:54:00
DEF-00659,AST-578,2025-12-19T00:00:00,INS-13249,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2026-01-15T01:03:00
DEF-00660,AST-579,2023-08-30T00:00:00,INS-13257,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2023-09-21T01:12:00
DEF-00661,AST-579,2025-08-19T00:00:00,INS-13281,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2025-09-06T01:40:00
DEF-00663,AST-581,2024-06-21T00:00:00,INS-13315,Voltage Fluctuation,CRITICAL,Signal aspect failures (Red default),Block Required,CLOSED,2024-06-30T14:24:00
DEF-00664,AST-581,2025-03-18T00:00:00,INS-13324,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2025-04-08T01:45:00
DEF-00666,AST-585,2023-12-05T00:00:00,INS-13381,Voltage Fluctuation,CRITICAL,Signal aspect failures (Red default),Block Required,CLOSED,2023-12-05T04:38:00
DEF-00669,AST-589,2024-01-07T00:00:00,INS-13467,Voltage Fluctuation,MAJOR,Unstable aspect indication,Block Required,CLOSED,2024-01-14T01:43:00
DEF-00670,AST-589,2026-02-25T00:00:00,INS-13493,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2026-03-16T00:35:00
DEF-00671,AST-591,2025-08-07T00:00:00,INS-13535,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2025-08-26T01:31:00
DEF-00672,AST-591,2026-04-04T00:00:00,INS-13543,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2026-04-18T00:43:00
DEF-00675,AST-596,2025-05-04T00:00:00,INS-13629,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2025-05-19T01:13:00
DEF-00676,AST-598,2024-07-23T00:00:00,INS-13675,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2024-08-17T01:00:00
DEF-00677,AST-598,2025-08-17T00:00:00,INS-13688,Voltage Fluctuation,CRITICAL,Signal aspect failures (Red default),Block Required,CLOSED,2025-08-20T04:14:00
DEF-00678,AST-598,2025-09-16T00:00:00,INS-13689,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2025-10-12T01:01:00
DEF-00679,AST-598,2025-11-15T00:00:00,INS-13691,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2025-12-12T01:03:00
DEF-00684,AST-606,2024-05-12T00:00:00,INS-13841,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2024-06-09T01:03:00
DEF-00685,AST-608,2025-07-16T00:00:00,INS-13904,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2025-08-07T01:17:00
DEF-00686,AST-608,2026-01-12T00:00:00,INS-13910,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2026-02-03T01:06:00
DEF-00687,AST-608,2026-02-11T00:00:00,INS-13911,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2026-03-02T01:14:00
DEF-00688,AST-609,2023-12-27T00:00:00,INS-13921,Poor Signal Aspect Visibility,CRITICAL,Signal aspect failures (Red default),Block Required,CLOSED,2023-12-27T06:57:00
DEF-00689,AST-609,2026-02-14T00:00:00,INS-13947,Poor Signal Aspect Visibility,MAJOR,Unstable aspect indication,Block Required,CLOSED,2026-02-25T01:58:00
DEF-00690,AST-610,2024-08-03T00:00:00,INS-13965,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2024-08-27T00:54:00
DEF-00691,AST-610,2026-01-25T00:00:00,INS-13983,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2026-02-10T00:47:00
DEF-00692,AST-610,2026-02-24T00:00:00,INS-13984,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2026-03-16T01:21:00
DEF-00699,AST-619,2023-11-29T00:00:00,INS-14108,REPETITIVE: Voltage Fluctuation,MAJOR,Unstable aspect indication,Block Required,CLOSED,2023-12-04T01:58:00
DEF-00700,AST-619,2023-12-29T00:00:00,INS-14109,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2024-01-10T00:00:00
DEF-00701,AST-619,2025-05-22T00:00:00,INS-14126,REPETITIVE: Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2025-06-07T01:47:00
DEF-00702,AST-619,2025-08-20T00:00:00,INS-14129,Voltage Fluctuation,MAJOR,Unstable aspect indication,Block Required,CLOSED,2025-08-27T01:39:00
DEF-00713,AST-633,2023-08-05T00:00:00,INS-14346,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2023-08-22T01:32:00
DEF-00714,AST-633,2024-04-01T00:00:00,INS-14354,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2024-04-13T01:34:00
DEF-00715,AST-633,2024-07-30T00:00:00,INS-14358,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2024-08-18T01:24:00
DEF-00717,AST-637,2023-10-05T00:00:00,INS-14458,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2023-10-18T01:08:00
DEF-00718,AST-637,2026-05-22T00:00:00,INS-14490,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2026-06-05T00:00:00
DEF-00720,AST-641,2024-07-08T00:00:00,INS-14546,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2024-07-27T01:23:00
DEF-00721,AST-642,2024-03-03T00:00:00,INS-14579,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2024-03-14T00:52:00
DEF-00722,AST-642,2024-12-28T00:00:00,INS-14589,REPETITIVE: Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2025-01-27T01:01:00
DEF-00723,AST-642,2025-08-25T00:00:00,INS-14597,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2025-09-16T01:11:00
DEF-00728,AST-647,2024-04-06T00:00:00,INS-14702,Poor Signal Aspect Visibility,CRITICAL,Signal aspect failures (Red default),Block Required,CLOSED,2024-04-06T05:04:00
DEF-00729,AST-647,2026-05-26T00:00:00,INS-14728,Voltage Fluctuation,MAJOR,Unstable aspect indication,Block Required,CLOSED,2026-06-01T02:30:00
DEF-00730,AST-647,2026-06-25T00:00:00,INS-14729,Voltage Fluctuation,MAJOR,Unstable aspect indication,Block Required,CLOSED,2026-07-01T02:14:00
DEF-00734,AST-657,2024-04-19T00:00:00,INS-14865,REPETITIVE: Voltage Fluctuation,MINOR,No restriction,,CLOSED,2024-05-14T01:30:00
DEF-00740,AST-663,2024-04-27T00:00:00,INS-14979,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2024-05-13T00:50:00
DEF-00741,AST-663,2026-06-16T00:00:00,INS-15005,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2026-07-12T00:47:00
DEF-00746,AST-668,2025-03-17T00:00:00,INS-15094,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2025-04-03T00:58:00
DEF-00747,AST-668,2025-12-12T00:00:00,INS-15103,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2026-01-04T01:06:00
DEF-00748,AST-669,2025-10-24T00:00:00,INS-15138,Poor Signal Aspect Visibility,CRITICAL,Signal aspect failures (Red default),Block Required,CLOSED,2025-10-24T07:00:00
DEF-00749,AST-669,2026-05-22T00:00:00,INS-15145,Poor Signal Aspect Visibility,CRITICAL,Signal aspect failures (Red default),Block Required,CLOSED,2026-05-22T08:17:00
DEF-00751,AST-672,2025-11-06T00:00:00,INS-15223,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2025-12-03T01:09:00
DEF-00752,AST-673,2024-06-19T00:00:00,INS-15242,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2024-07-08T01:38:00
DEF-00753,AST-673,2025-02-14T00:00:00,INS-15250,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2025-03-11T00:51:00
DEF-00754,AST-673,2026-05-10T00:00:00,INS-15265,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2026-05-26T01:31:00
DEF-00755,AST-677,2024-04-21T00:00:00,INS-15318,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2024-05-14T00:54:00
DEF-00756,AST-677,2025-06-15T00:00:00,INS-15332,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2025-06-30T00:57:00
DEF-00759,AST-683,2024-07-08T00:00:00,INS-15426,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2024-07-20T01:14:00
DEF-00762,AST-692,2023-08-13T00:00:00,INS-15590,Voltage Fluctuation,CRITICAL,Signal aspect failures (Red default),Block Required,CLOSED,2023-08-13T08:08:00
DEF-00763,AST-692,2024-02-09T00:00:00,INS-15596,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2024-03-01T01:30:00
DEF-00764,AST-692,2024-03-10T00:00:00,INS-15597,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2024-03-23T00:33:00
DEF-00765,AST-692,2025-03-05T00:00:00,INS-15609,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2025-03-27T01:06:00
DEF-00766,AST-693,2026-05-28T00:00:00,INS-15661,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2026-06-08T01:09:00
DEF-00773,AST-699,2025-05-30T00:00:00,INS-15766,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2025-06-23T01:30:00
DEF-00774,AST-699,2025-08-28T00:00:00,INS-15769,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2025-09-10T01:11:00
DEF-00778,AST-704,2024-11-03T00:00:00,INS-15858,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2024-11-28T00:57:00
DEF-00779,AST-704,2024-12-03T00:00:00,INS-15859,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2024-12-25T00:47:00
DEF-00780,AST-704,2025-06-01T00:00:00,INS-15865,REPETITIVE: Voltage Fluctuation,MAJOR,Unstable aspect indication,Block Required,CLOSED,2025-06-03T02:01:00
