forecast_id,section_id,forecast_date,forecast_hour,estimated_goods_trains_count,confidence_score,generated_at
FC-011170,SEC-004,2026-07-19,9,1,0.79,2026-07-18T12:00:00
FC-011171,SEC-004,2026-07-19,10,0,0.91,2026-07-18T12:00:00
FC-011172,SEC-004,2026-07-19,11,0,0.91,2026-07-18T12:00:00
FC-011173,SEC-004,2026-07-19,12,2,0.8,2026-07-18T12:00:00
FC-011174,SEC-004,2026-07-19,13,0,0.92,2026-07-18T12:00:00
FC-011175,SEC-004,2026-07-19,14,0,0.8,2026-07-18T12:00:00
FC-011176,SEC-004,2026-07-19,15,0,0.91,2026-07-18T12:00:00
FC-011177,SEC-004,2026-07-19,16,1,0.88,2026-07-18T12:00:00
FC-011178,SEC-004,2026-07-19,17,0,0.79,2026-07-18T12:00:00
FC-011179,SEC-004,2026-07-19,18,0,0.72,2026-07-18T12:00:00
FC-011180,SEC-004,2026-07-19,19,0,0.76,2026-07-18T12:00:00
FC-011181,SEC-004,2026-07-19,20,0,0.79,2026-07-18T12:00:00
FC-011182,SEC-004,2026-07-19,21,1,0.76,2026-07-18T12:00:00
FC-011183,SEC-004,2026-07-19,22,4,0.83,2026-07-18T12:00:00
FC-011184,SEC-004,2026-07-19,23,1,0.9,2026-07-18T12:00:00
FC-011185,SEC-005,2026-07-19,0,2,0.76,2026-07-18T12:00:00
FC-011186,SEC-005,2026-07-19,1,0,0.7,2026-07-18T12:00:00
FC-011187,SEC-005,2026-07-19,2,2,0.94,2026-07-18T12:00:00
FC-011188,SEC-005,2026-07-19,3,2,0.77,2026-07-18T12:00:00
FC-011189,SEC-005,2026-07-19,4,2,0.82,2026-07-18T12:00:00
FC-011190,SEC-005,2026-07-19,5,0,0.82,2026-07-18T12:00:00
FC-011191,SEC-005,2026-07-19,6,0,0.87,2026-07-18T12:00:00
FC-011192,SEC-005,2026-07-19,7,0,0.89,2026-07-18T12:00:00
FC-011193,SEC-005,2026-07-19,8,1,0.84,2026-07-18T12:00:00
FC-011194,SEC-005,2026-07-19,9,2,0.84,2026-07-18T12:00:00
FC-011195,SEC-005,2026-07-19,10,0,0.91,2026-07-18T12:00:00
FC-011196,SEC-005,2026-07-19,11,0,0.88,2026-07-18T12:00:00
FC-011197,SEC-005,2026-07-19,12,0,0.81,2026-07-18T12:00:00
FC-011198,SEC-005,2026-07-19,13,1,0.77,2026-07-18T12:00:00
FC-011199,SEC-005,2026-07-19,14,0,0.71,2026-07-18T12:00:00
FC-011200,SEC-005,2026-07-19,15,1,0.71,2026-07-18T12:00:00
FC-011201,SEC-005,2026-07-19,16,0,0.95,2026-07-18T12:00:00
FC-011202,SEC-005,2026-07-19,17,0,0.87,2026-07-18T12:00:00
FC-011203,SEC-005,2026-07-19,18,0,0.72,2026-07-18T12:00:00
FC-011204,SEC-005,2026-07-19,19,2,0.82,2026-07-18T12:00:00
FC-011205,SEC-005,2026-07-19,20,1,0.74,2026-07-18T12:00:00
FC-011206,SEC-005,2026-07-19,21,0,0.84,2026-07-18T12:00:00
FC-011207,SEC-005,2026-07-19,22,1,0.88,2026-07-18T12:00:00
FC-011208,SEC-005,2026-07-19,23,5,0.82,2026-07-18T12:00:00
FC-011209,SEC-006,2026-07-19,0,2,0.74,2026-07-18T12:00:00
FC-011210,SEC-006,2026-07-19,1,1,0.89,2026-07-18T12:00:00
FC-011211,SEC-006,2026-07-19,2,3,0.83,2026-07-18T12:00:00
FC-011212,SEC-006,2026-07-19,3,1,0.79,2026-07-18T12:00:00
FC-011213,SEC-006,2026-07-19,4,4,0.79,2026-07-18T12:00:00
FC-011214,SEC-006,2026-07-19,5,2,0.86,2026-07-18T12:00:00
FC-011215,SEC-006,2026-07-19,6,0,0.71,2026-07-18T12:00:00
FC-011216,SEC-006,2026-07-19,7,1,0.75,2026-07-18T12:00:00
FC-011217,SEC-006,2026-07-19,8,1,0.75,2026-07-18T12:00:00
FC-011218,SEC-006,2026-07-19,9,0,0.77,2026-07-18T12:00:00
FC-011219,SEC-006,2026-07-19,10,1,0.84,2026-07-18T12:00:00
FC-011220,SEC-006,2026-07-19,11,0,0.81,2026-07-18T12:00:00
FC-011221,SEC-006,2026-07-19,12,0,0.92,2026-07-18T12:00:00
FC-011222,SEC-006,2026-07-19,13,1,0.87,2026-07-18T12:00:00
FC-011223,SEC-006,2026-07-19,14,1,0.71,2026-07-18T12:00:00
FC-011224,SEC-006,2026-07-19,15,2,0.86,2026-07-18T12:00:00
FC-011225,SEC-006,2026-07-19,16,1,0.94,2026-07-18T12:00:00
FC-011226,SEC-006,2026-07-19,17,0,0.9,2026-07-18T12:00:00
FC-011227,SEC-006,2026-07-19,18,0,0.94,2026-07-18T12:00:00
FC-011228,SEC-006,2026-07-19,19,1,0.71,2026-07-18T12:00:00
FC-011229,SEC-006,2026-07-19,20,0,0.92,2026-07-18T12:00:00
FC-011230,SEC-006,2026-07-19,21,1,0.76,2026-07-18T12:00:00
FC-011231,SEC-006,2026-07-19,22,4,0.75,2026-07-18T12:00:00
FC-011232,SEC-006,2026-07-19,23,2,0.93,2026-07-18T12:00:00
FC-011233,SEC-001,2026-07-20,0,1,0.9,2026-07-19T12:00:00
FC-011234,SEC-001,2026-07-20,1,1,0.91,2026-07-19T12:00:00
FC-011235,SEC-001,2026-07-20,2,0,0.94,2026-07-19T12:00:00
FC-011236,SEC-001,2026-07-20,3,2,0.76,2026-07-19T12:00:00
FC-011237,SEC-001,2026-07-20,4,1,0.82,2026-07-19T12:00:00
FC-011238,SEC-001,2026-07-20,5,1,0.82,2026-07-19T12:00:00
FC-011239,SEC-001,2026-07-20,6,0,0.71,2026-07-19T12:00:00
FC-011240,SEC-001,2026-07-20,7,0,0.75,2026-07-19T12:00:00
FC-011241,SEC-001,2026-07-20,8,0,0.92,2026-07-19T12:00:00
FC-011242,SEC-001,2026-07-20,9,0,0.94,2026-07-19T12:00:00
FC-011243,SEC-001,2026-07-20,10,1,0.75,2026-07-19T12:00:00
FC-011244,SEC-001,2026-07-20,11,2,0.86,2026-07-19T12:00:00
FC-011245,SEC-001,2026-07-20,12,0,0.93,2026-07-19T12:00:00
FC-011246,SEC-001,2026-07-20,13,0,0.93,2026-07-19T12:00:00
FC-011247,SEC-001,2026-07-20,14,0,0.83,2026-07-19T12:00:00
FC-011248,SEC-001,2026-07-20,15,0,0.88,2026-07-19T12:00:00
FC-011249,SEC-001,2026-07-20,16,3,0.79,2026-07-19T12:00:00
FC-011250,SEC-001,2026-07-20,17,1,0.85,2026-07-19T12:00:00
FC-011251,SEC-001,2026-07-20,18,1,0.87,2026-07-19T12:00:00
FC-011252,SEC-001,2026-07-20,19,0,0.93,2026-07-19T12:00:00
FC-011253,SEC-001,2026-07-20,20,0,0.76,2026-07-19T12:00:00
FC-011254,SEC-001,2026-07-20,21,0,0.87,2026-07-19T12:00:00
FC-011255,SEC-001,2026-07-20,22,1,0.94,2026-07-19T12:00:00
FC-011256,SEC-001,2026-07-20,23,0,0.9,2026-07-19T12:00:00
FC-011257,SEC-002,2026-07-20,0,2,0.73,2026-07-19T12:00:00
FC-011258,SEC-002,2026-07-20,1,0,0.8,2026-07-19T12:00:00
FC-011259,SEC-002,2026-07-20,2,1,0.9,2026-07-19T12:00:00
FC-011260,SEC-002,2026-07-20,3,1,0.86,2026-07-19T12:00:00
FC-011261,SEC-002,2026-07-20,4,2,0.79,2026-07-19T12:00:00
FC-011262,SEC-002,2026-07-20,5,0,0.71,2026-07-19T12:00:00
FC-011263,SEC-002,2026-07-20,6,1,0.94,2026-07-19T12:00:00
FC-011264,SEC-002,2026-07-20,7,0,0.77,2026-07-19T12:00:00
FC-011265,SEC-002,2026-07-20,8,0,0.88,2026-07-19T12:00:00
FC-011266,SEC-002,2026-07-20,9,0,0.91,2026-07-19T12:00:00
FC-011267,SEC-002,2026-07-20,10,1,0.71,2026-07-19T12:00:00
FC-011268,SEC-002,2026-07-20,11,2,0.77,2026-07-19T12:00:00
FC-011269,SEC-002,2026-07-20,12,0,0.89,2026-07-19T12:00:00
FC-011270,SEC-002,2026-07-20,13,0,0.8,2026-07-19T12:00:00
FC-011271,SEC-002,2026-07-20,14,1,0.81,2026-07-19T12:00:00
FC-011272,SEC-002,2026-07-20,15,0,0.72,2026-07-19T12:00:00
FC-011273,SEC-002,2026-07-20,16,0,0.83,2026-07-19T12:00:00
FC-011274,SEC-002,2026-07-20,17,0,0.8,2026-07-19T12:00:00
FC-011275,SEC-002,2026-07-20,18,0,0.92,2026-07-19T12:00:00
FC-011276,SEC-002,2026-07-20,19,0,0.74,2026-07-19T12:00:00
FC-011277,SEC-002,2026-07-20,20,0,0.74,2026-07-19T12:00:00
FC-011278,SEC-002,2026-07-20,21,2,0.8,2026-07-19T12:00:00
FC-011279,SEC-002,2026-07-20,22,4,0.95,2026-07-19T12:00:00
FC-011280,SEC-002,2026-07-20,23,3,0.91,2026-07-19T12:00:00
FC-011281,SEC-003,2026-07-20,0,1,0.93,2026-07-19T12:00:00
FC-011282,SEC-003,2026-07-20,1,3,0.76,2026-07-19T12:00:00
FC-011283,SEC-003,2026-07-20,2,2,0.72,2026-07-19T12:00:00
FC-011284,SEC-003,2026-07-20,3,3,0.9,2026-07-19T12:00:00
FC-011285,SEC-003,2026-07-20,4,3,0.74,2026-07-19T12:00:00
FC-011286,SEC-003,2026-07-20,5,0,0.87,2026-07-19T12:00:00
FC-011287,SEC-003,2026-07-20,6,0,0.77,2026-07-19T12:00:00
FC-011288,SEC-003,2026-07-20,7,0,0.89,2026-07-19T12:00:00
FC-011289,SEC-003,2026-07-20,8,1,0.72,2026-07-19T12:00:00
FC-011290,SEC-003,2026-07-20,9,0,0.82,2026-07-19T12:00:00
FC-011291,SEC-003,2026-07-20,10,0,0.79,2026-07-19T12:00:00
FC-011292,SEC-003,2026-07-20,11,1,0.88,2026-07-19T12:00:00
FC-011293,SEC-003,2026-07-20,12,0,0.81,2026-07-19T12:00:00
FC-011294,SEC-003,2026-07-20,13,0,0.82,2026-07-19T12:00:00
FC-011295,SEC-003,2026-07-20,14,0,0.73,2026-07-19T12:00:00
FC-011296,SEC-003,2026-07-20,15,0,0.82,2026-07-19T12:00:00
FC-011297,SEC-003,2026-07-20,16,0,0.77,2026-07-19T12:00:00
FC-011298,SEC-003,2026-07-20,17,0,0.74,2026-07-19T12:00:00
FC-011299,SEC-003,2026-07-20,18,1,0.72,2026-07-19T12:00:00
FC-011300,SEC-003,2026-07-20,19,0,0.79,2026-07-19T12:00:00
FC-011301,SEC-003,2026-07-20,20,0,0.73,2026-07-19T12:00:00
FC-011302,SEC-003,2026-07-20,21,0,0.87,2026-07-19T12:00:00
FC-011303,SEC-003,2026-07-20,22,0,0.91,2026-07-19T12:00:00
FC-011304,SEC-003,2026-07-20,23,3,0.93,2026-07-19T12:00:00
FC-011305,SEC-004,2026-07-20,0,3,0.74,2026-07-19T12:00:00
FC-011306,SEC-004,2026-07-20,1,3,0.81,2026-07-19T12:00:00
FC-011307,SEC-004,2026-07-20,2,2,0.85,2026-07-19T12:00:00
FC-011308,SEC-004,2026-07-20,3,1,0.76,2026-07-19T12:00:00
FC-011309,SEC-004,2026-07-20,4,1,0.7,2026-07-19T12:00:00
FC-011310,SEC-004,2026-07-20,5,2,0.85,2026-07-19T12:00:00
FC-011311,SEC-004,2026-07-20,6,2,0.71,2026-07-19T12:00:00
FC-011312,SEC-004,2026-07-20,7,0,0.75,2026-07-19T12:00:00
FC-011313,SEC-004,2026-07-20,8,0,0.85,2026-07-19T12:00:00
FC-011314,SEC-004,2026-07-20,9,0,0.79,2026-07-19T12:00:00
FC-011315,SEC-004,2026-07-20,10,0,0.73,2026-07-19T12:00:00
FC-011316,SEC-004,2026-07-20,11,0,0.72,2026-07-19T12:00:00
FC-011317,SEC-004,2026-07-20,12,0,0.9,2026-07-19T12:00:00
FC-011318,SEC-004,2026-07-20,13,1,0.86,2026-07-19T12:00:00
FC-011319,SEC-004,2026-07-20,14,2,0.84,2026-07-19T12:00:00
FC-011320,SEC-004,2026-07-20,15,1,0.81,2026-07-19T12:00:00
FC-011321,SEC-004,2026-07-20,16,3,0.84,2026-07-19T12:00:00
FC-011322,SEC-004,2026-07-20,17,0,0.93,2026-07-19T12:00:00
FC-011323,SEC-004,2026-07-20,18,0,0.81,2026-07-19T12:00:00
FC-011324,SEC-004,2026-07-20,19,0,0.78,2026-07-19T12:00:00
FC-011325,SEC-004,2026-07-20,20,0,0.77,2026-07-19T12:00:00
FC-011326,SEC-004,2026-07-20,21,0,0.74,2026-07-19T12:00:00
FC-011327,SEC-004,2026-07-20,22,1,0.7,2026-07-19T12:00:00
FC-011328,SEC-004,2026-07-20,23,2,0.9,2026-07-19T12:00:00
FC-011329,SEC-005,2026-07-20,0,1,0.92,2026-07-19T12:00:00
FC-011330,SEC-005,2026-07-20,1,4,0.79,2026-07-19T12:00:00
FC-011331,SEC-005,2026-07-20,2,1,0.81,2026-07-19T12:00:00
FC-011332,SEC-005,2026-07-20,3,1,0.78,2026-07-19T12:00:00
FC-011333,SEC-005,2026-07-20,4,5,0.82,2026-07-19T12:00:00
FC-011334,SEC-005,2026-07-20,5,0,0.88,2026-07-19T12:00:00
FC-011335,SEC-005,2026-07-20,6,0,0.71,2026-07-19T12:00:00
FC-011336,SEC-005,2026-07-20,7,0,0.8,2026-07-19T12:00:00
FC-011337,SEC-005,2026-07-20,8,0,0.95,2026-07-19T12:00:00
FC-011338,SEC-005,2026-07-20,9,0,0.73,2026-07-19T12:00:00
FC-011339,SEC-005,2026-07-20,10,0,0.8,2026-07-19T12:00:00
FC-011340,SEC-005,2026-07-20,11,0,0.83,2026-07-19T12:00:00
FC-011341,SEC-005,2026-07-20,12,0,0.79,2026-07-19T12:00:00
FC-011342,SEC-005,2026-07-20,13,0,0.81,2026-07-19T12:00:00
FC-011343,SEC-005,2026-07-20,14,0,0.94,2026-07-19T12:00:00
FC-011344,SEC-005,2026-07-20,15,0,0.73,2026-07-19T12:00:00
FC-011345,SEC-005,2026-07-20,16,0,0.72,2026-07-19T12:00:00
FC-011346,SEC-005,2026-07-20,17,1,0.85,2026-07-19T12:00:00
FC-011347,SEC-005,2026-07-20,18,0,0.72,2026-07-19T12:00:00
FC-011348,SEC-005,2026-07-20,19,2,0.77,2026-07-19T12:00:00
FC-011349,SEC-005,2026-07-20,20,1,0.88,2026-07-19T12:00:00
FC-011350,SEC-005,2026-07-20,21,1,0.84,2026-07-19T12:00:00
FC-011351,SEC-005,2026-07-20,22,3,0.72,2026-07-19T12:00:00
FC-011352,SEC-005,2026-07-20,23,4,0.78,2026-07-19T12:00:00
FC-011353,SEC-006,2026-07-20,0,2,0.77,2026-07-19T12:00:00
FC-011354,SEC-006,2026-07-20,1,2,0.76,2026-07-19T12:00:00
FC-011355,SEC-006,2026-07-20,2,2,0.82,2026-07-19T12:00:00
FC-011356,SEC-006,2026-07-20,3,1,0.77,2026-07-19T12:00:00
FC-011357,SEC-006,2026-07-20,4,1,0.79,2026-07-19T12:00:00
FC-011358,SEC-006,2026-07-20,5,2,0.81,2026-07-19T12:00:00
FC-011359,SEC-006,2026-07-20,6,0,0.75,2026-07-19T12:00:00
FC-011360,SEC-006,2026-07-20,7,1,0.79,2026-07-19T12:00:00
FC-011361,SEC-006,2026-07-20,8,0,0.84,2026-07-19T12:00:00
FC-011362,SEC-006,2026-07-20,9,0,0.92,2026-07-19T12:00:00
FC-011363,SEC-006,2026-07-20,10,0,0.82,2026-07-19T12:00:00
FC-011364,SEC-006,2026-07-20,11,0,0.93,2026-07-19T12:00:00
FC-011365,SEC-006,2026-07-20,12,2,0.75,2026-07-19T12:00:00
FC-011366,SEC-006,2026-07-20,13,0,0.86,2026-07-19T12:00:00
FC-011367,SEC-006,2026-07-20,14,0,0.82,2026-07-19T12:00:00
FC-011368,SEC-006,2026-07-20,15,0,0.77,2026-07-19T12:00:00
FC-011369,SEC-006,2026-07-20,16,2,0.87,2026-07-19T12:00:00
FC-011370,SEC-006,2026-07-20,17,0,0.77,2026-07-19T12:00:00
FC-011371,SEC-006,2026-07-20,18,0,0.83,2026-07-19T12:00:00
FC-011372,SEC-006,2026-07-20,19,1,0.74,2026-07-19T12:00:00
FC-011373,SEC-006,2026-07-20,20,1,0.91,2026-07-19T12:00:00
FC-011374,SEC-006,2026-07-20,21,0,0.88,2026-07-19T12:00:00
FC-011375,SEC-006,2026-07-20,22,2,0.83,2026-07-19T12:00:00
FC-011376,SEC-006,2026-07-20,23,2,0.75,2026-07-19T12:00:00
FC-011377,SEC-001,2026-07-21,0,3,0.73,2026-07-20T12:00:00
FC-011378,SEC-001,2026-07-21,1,0,0.83,2026-07-20T12:00:00
FC-011379,SEC-001,2026-07-21,2,1,0.77,2026-07-20T12:00:00
FC-011380,SEC-001,2026-07-21,3,1,0.75,2026-07-20T12:00:00
FC-011381,SEC-001,2026-07-21,4,6,0.73,2026-07-20T12:00:00
FC-011382,SEC-001,2026-07-21,5,0,0.74,2026-07-20T12:00:00
FC-011383,SEC-001,2026-07-21,6,1,0.84,2026-07-20T12:00:00
FC-011384,SEC-001,2026-07-21,7,0,0.73,2026-07-20T12:00:00
FC-011385,SEC-001,2026-07-21,8,1,0.86,2026-07-20T12:00:00
FC-011386,SEC-001,2026-07-21,9,1,0.81,2026-07-20T12:00:00
FC-011387,SEC-001,2026-07-21,10,0,0.71,2026-07-20T12:00:00
FC-011388,SEC-001,2026-07-21,11,0,0.77,2026-07-20T12:00:00
FC-011389,SEC-001,2026-07-21,12,1,0.7,2026-07-20T12:00:00
FC-011390,SEC-001,2026-07-21,13,1,0.87,2026-07-20T12:00:00
FC-011391,SEC-001,2026-07-21,14,0,0.89,2026-07-20T12:00:00
FC-011392,SEC-001,2026-07-21,15,0,0.89,2026-07-20T12:00:00
FC-011393,SEC-001,2026-07-21,16,0,0.88,2026-07-20T12:00:00
FC-011394,SEC-001,2026-07-21,17,0,0.84,2026-07-20T12:00:00
FC-011395,SEC-001,2026-07-21,18,0,0.93,2026-07-20T12:00:00
FC-011396,SEC-001,2026-07-21,19,1,0.88,2026-07-20T12:00:00
FC-011397,SEC-001,2026-07-21,20,0,0.84,2026-07-20T12:00:00
FC-011398,SEC-001,2026-07-21,21,0,0.81,2026-07-20T12:00:00
FC-011399,SEC-001,2026-07-21,22,1,0.72,2026-07-20T12:00:00
FC-011400,SEC-001,2026-07-21,23,2,0.74,2026-07-20T12:00:00
FC-011401,SEC-002,2026-07-21,0,0,0.94,2026-07-20T12:00:00
FC-011402,SEC-002,2026-07-21,1,3,0.87,2026-07-20T12:00:00
FC-011403,SEC-002,2026-07-21,2,0,0.83,2026-07-20T12:00:00
FC-011404,SEC-002,2026-07-21,3,1,0.77,2026-07-20T12:00:00
FC-011405,SEC-002,2026-07-21,4,1,0.9,2026-07-20T12:00:00
FC-011406,SEC-002,2026-07-21,5,0,0.93,2026-07-20T12:00:00
FC-011407,SEC-002,2026-07-21,6,0,0.82,2026-07-20T12:00:00
FC-011408,SEC-002,2026-07-21,7,2,0.89,2026-07-20T12:00:00
FC-011409,SEC-002,2026-07-21,8,0,0.76,2026-07-20T12:00:00
FC-011410,SEC-002,2026-07-21,9,0,0.71,2026-07-20T12:00:00
FC-011411,SEC-002,2026-07-21,10,1,0.72,2026-07-20T12:00:00
FC-011412,SEC-002,2026-07-21,11,0,0.76,2026-07-20T12:00:00
FC-011413,SEC-002,2026-07-21,12,0,0.94,2026-07-20T12:00:00
FC-011414,SEC-002,2026-07-21,13,0,0.86,2026-07-20T12:00:00
FC-011415,SEC-002,2026-07-21,14,3,0.94,2026-07-20T12:00:00
FC-011416,SEC-002,2026-07-21,15,0,0.87,2026-07-20T12:00:00
FC-011417,SEC-002,2026-07-21,16,0,0.73,2026-07-20T12:00:00
FC-011418,SEC-002,2026-07-21,17,0,0.88,2026-07-20T12:00:00
FC-011419,SEC-002,2026-07-21,18,0,0.8,2026-07-20T12:00:00
FC-011420,SEC-002,2026-07-21,19,1,0.85,2026-07-20T12:00:00
FC-011421,SEC-002,2026-07-21,20,0,0.75,2026-07-20T12:00:00
FC-011422,SEC-002,2026-07-21,21,0,0.74,2026-07-20T12:00:00
FC-011423,SEC-002,2026-07-21,22,1,0.74,2026-07-20T12:00:00
FC-011424,SEC-002,2026-07-21,23,1,0.86,2026-07-20T12:00:00
FC-011425,SEC-003,2026-07-21,0,0,0.89,2026-07-20T12:00:00
FC-011426,SEC-003,2026-07-21,1,3,0.86,2026-07-20T12:00:00
FC-011427,SEC-003,2026-07-21,2,2,0.79,2026-07-20T12:00:00
FC-011428,SEC-003,2026-07-21,3,1,0.71,2026-07-20T12:00:00
FC-011429,SEC-003,2026-07-21,4,3,0.94,2026-07-20T12:00:00
FC-011430,SEC-003,2026-07-21,5,0,0.83,2026-07-20T12:00:00
FC-011431,SEC-003,2026-07-21,6,1,0.92,2026-07-20T12:00:00
FC-011432,SEC-003,2026-07-21,7,0,0.78,2026-07-20T12:00:00
FC-011433,SEC-003,2026-07-21,8,1,0.81,2026-07-20T12:00:00
FC-011434,SEC-003,2026-07-21,9,1,0.77,2026-07-20T12:00:00
FC-011435,SEC-003,2026-07-21,10,0,0.86,2026-07-20T12:00:00
FC-011436,SEC-003,2026-07-21,11,0,0.78,2026-07-20T12:00:00
FC-011437,SEC-003,2026-07-21,12,0,0.88,2026-07-20T12:00:00
FC-011438,SEC-003,2026-07-21,13,0,0.75,2026-07-20T12:00:00
FC-011439,SEC-003,2026-07-21,14,1,0.91,2026-07-20T12:00:00
FC-011440,SEC-003,2026-07-21,15,0,0.75,2026-07-20T12:00:00
FC-011441,SEC-003,2026-07-21,16,0,0.82,2026-07-20T12:00:00
FC-011442,SEC-003,2026-07-21,17,0,0.86,2026-07-20T12:00:00
FC-011443,SEC-003,2026-07-21,18,1,0.89,2026-07-20T12:00:00
FC-011444,SEC-003,2026-07-21,19,1,0.74,2026-07-20T12:00:00
FC-011445,SEC-003,2026-07-21,20,0,0.8,2026-07-20T12:00:00
FC-011446,SEC-003,2026-07-21,21,0,0.81,2026-07-20T12:00:00
FC-011447,SEC-003,2026-07-21,22,1,0.8,2026-07-20T12:00:00
FC-011448,SEC-003,2026-07-21,23,2,0.84,2026-07-20T12:00:00
FC-011449,SEC-004,2026-07-21,0,1,0.76,2026-07-20T12:00:00
FC-011450,SEC-004,2026-07-21,1,3,0.79,2026-07-20T12:00:00
FC-011451,SEC-004,2026-07-21,2,2,0.77,2026-07-20T12:00:00
FC-011452,SEC-004,2026-07-21,3,2,0.93,2026-07-20T12:00:00
FC-011453,SEC-004,2026-07-21,4,2,0.88,2026-07-20T12:00:00
FC-011454,SEC-004,2026-07-21,5,2,0.8,2026-07-20T12:00:00
FC-011455,SEC-004,2026-07-21,6,0,0.8,2026-07-20T12:00:00
FC-011456,SEC-004,2026-07-21,7,1,0.78,2026-07-20T12:00:00
FC-011457,SEC-004,2026-07-21,8,2,0.76,2026-07-20T12:00:00
FC-011458,SEC-004,2026-07-21,9,0,0.94,2026-07-20T12:00:00
FC-011459,SEC-004,2026-07-21,10,1,0.92,2026-07-20T12:00:00
FC-011460,SEC-004,2026-07-21,11,0,0.79,2026-07-20T12:00:00
FC-011461,SEC-004,2026-07-21,12,1,0.83,2026-07-20T12:00:00
FC-011462,SEC-004,2026-07-21,13,0,0.95,2026-07-20T12:00:00
FC-011463,SEC-004,2026-07-21,14,0,0.85,2026-07-20T12:00:00
FC-011464,SEC-004,2026-07-21,15,1,0.88,2026-07-20T12:00:00
FC-011465,SEC-004,2026-07-21,16,0,0.91,2026-07-20T12:00:00
FC-011466,SEC-004,2026-07-21,17,0,0.83,2026-07-20T12:00:00
FC-011467,SEC-004,2026-07-21,18,1,0.89,2026-07-20T12:00:00
FC-011468,SEC-004,2026-07-21,19,0,0.72,2026-07-20T12:00:00
FC-011469,SEC-004,2026-07-21,20,0,0.93,2026-07-20T12:00:00
FC-011470,SEC-004,2026-07-21,21,0,0.82,2026-07-20T12:00:00
FC-011471,SEC-004,2026-07-21,22,2,0.87,2026-07-20T12:00:00
FC-011472,SEC-004,2026-07-21,23,0,0.76,2026-07-20T12:00:00
FC-011473,SEC-005,2026-07-21,0,4,0.89,2026-07-20T12:00:00
FC-011474,SEC-005,2026-07-21,1,2,0.84,2026-07-20T12:00:00
FC-011475,SEC-005,2026-07-21,2,1,0.9,2026-07-20T12:00:00
FC-011476,SEC-005,2026-07-21,3,2,0.94,2026-07-20T12:00:00
FC-011477,SEC-005,2026-07-21,4,2,0.78,2026-07-20T12:00:00
FC-011478,SEC-005,2026-07-21,5,1,0.88,2026-07-20T12:00:00
FC-011479,SEC-005,2026-07-21,6,0,0.89,2026-07-20T12:00:00
FC-011480,SEC-005,2026-07-21,7,0,0.9,2026-07-20T12:00:00
FC-011481,SEC-005,2026-07-21,8,1,0.73,2026-07-20T12:00:00
FC-011482,SEC-005,2026-07-21,9,0,0.92,2026-07-20T12:00:00
FC-011483,SEC-005,2026-07-21,10,0,0.91,2026-07-20T12:00:00
FC-011484,SEC-005,2026-07-21,11,0,0.76,2026-07-20T12:00:00
FC-011485,SEC-005,2026-07-21,12,0,0.71,2026-07-20T12:00:00
FC-011486,SEC-005,2026-07-21,13,0,0.83,2026-07-20T12:00:00
FC-011487,SEC-005,2026-07-21,14,2,0.75,2026-07-20T12:00:00
FC-011488,SEC-005,2026-07-21,15,0,0.88,2026-07-20T12:00:00
FC-011489,SEC-005,2026-07-21,16,0,0.93,2026-07-20T12:00:00
FC-011490,SEC-005,2026-07-21,17,0,0.92,2026-07-20T12:00:00
FC-011491,SEC-005,2026-07-21,18,0,0.73,2026-07-20T12:00:00
FC-011492,SEC-005,2026-07-21,19,1,0.91,2026-07-20T12:00:00
FC-011493,SEC-005,2026-07-21,20,0,0.81,2026-07-20T12:00:00
FC-011494,SEC-005,2026-07-21,21,0,0.92,2026-07-20T12:00:00
FC-011495,SEC-005,2026-07-21,22,4,0.93,2026-07-20T12:00:00
FC-011496,SEC-005,2026-07-21,23,2,0.9,2026-07-20T12:00:00
FC-011497,SEC-006,2026-07-21,0,4,0.86,2026-07-20T12:00:00
FC-011498,SEC-006,2026-07-21,1,2,0.81,2026-07-20T12:00:00
FC-011499,SEC-006,2026-07-21,2,1,0.73,2026-07-20T12:00:00
FC-011500,SEC-006,2026-07-21,3,5,0.94,2026-07-20T12:00:00
FC-011501,SEC-006,2026-07-21,4,0,0.89,2026-07-20T12:00:00
FC-011502,SEC-006,2026-07-21,5,0,0.84,2026-07-20T12:00:00
FC-011503,SEC-006,2026-07-21,6,0,0.75,2026-07-20T12:00:00
FC-011504,SEC-006,2026-07-21,7,1,0.87,2026-07-20T12:00:00
FC-011505,SEC-006,2026-07-21,8,0,0.86,2026-07-20T12:00:00
FC-011506,SEC-006,2026-07-21,9,0,0.74,2026-07-20T12:00:00
FC-011507,SEC-006,2026-07-21,10,0,0.86,2026-07-20T12:00:00
FC-011508,SEC-006,2026-07-21,11,0,0.85,2026-07-20T12:00:00
FC-011509,SEC-006,2026-07-21,12,0,0.86,2026-07-20T12:00:00
FC-011510,SEC-006,2026-07-21,13,0,0.76,2026-07-20T12:00:00
FC-011511,SEC-006,2026-07-21,14,0,0.95,2026-07-20T12:00:00
FC-011512,SEC-006,2026-07-21,15,0,0.74,2026-07-20T12:00:00
FC-011513,SEC-006,2026-07-21,16,0,0.78,2026-07-20T12:00:00
FC-011514,SEC-006,2026-07-21,17,0,0.9,2026-07-20T12:00:00
FC-011515,SEC-006,2026-07-21,18,0,0.86,2026-07-20T12:00:00
FC-011516,SEC-006,2026-07-21,19,0,0.72,2026-07-20T12:00:00
FC-011517,SEC-006,2026-07-21,20,0,0.95,2026-07-20T12:00:00
