history_id,task_id,actual_start,actual_end,work_done,completion_status,actual_duration_minutes,team_lead
HIST-00718,TASK-00749,2024-07-01T03:52:00,2024-07-01T08:49:00,Rectified defect: REPETITIVE: Contact Wire Thickness Under Min Limit. Restored parameter to nominal bounds.,COMPLETED,297,T-301 (OHE Gang)
HIST-00733,TASK-00765,2024-07-27T00:08:00,2024-07-27T02:08:00,Rectified deferred defect: OHE Mast Tilt Out of Alignment.,COMPLETED,120,T-202
HIST-00732,TASK-00764,2024-07-19T00:00:00,2024-07-19T00:00:00,Task deferred: Scheduled window could not be granted due to traffic overhead.,DEFERRED,0,T-202
HIST-00734,TASK-00766,2025-12-19T00:39:00,2025-12-19T02:31:00,Rectified defect: Contact Wire Thickness Under Min Limit. Restored parameter to nominal bounds.,COMPLETED,112,T-101 (Engineering Gang)
HIST-00740,TASK-00773,2025-10-14T01:22:00,2025-10-14T06:15:00,Rectified defect: Contact Wire Thickness Under Min Limit. Restored parameter to nominal bounds.,COMPLETED,293,T-301 (OHE Gang)
HIST-00757,TASK-00792,2025-03-13T04:42:00,2025-03-13T08:24:00,Rectified defect: Contact Wire Thickness Under Min Limit. Restored parameter to nominal bounds.,COMPLETED,222,T-202
HIST-00758,TASK-00793,2025-11-08T02:10:00,2025-11-08T06:24:00,Rectified defect: Contact Wire Thickness Under Min Limit. Restored parameter to nominal bounds.,COMPLETED,254,T-302
HIST-00764,TASK-00799,2024-01-25T00:05:00,2024-01-25T02:29:00,Rectified defect: OHE Mast Tilt Out of Alignment. Restored parameter to nominal bounds.,COMPLETED,144,T-301 (OHE Gang)
HIST-00775,TASK-00810,2025-05-07T00:25:00,2025-05-07T02:25:00,Rectified deferred defect: Contact Wire Thickness Under Min Limit.,COMPLETED,120,T-202
HIST-00774,TASK-00809,2025-04-29T00:00:00,2025-04-29T00:00:00,Task deferred: Scheduled window could not be granted due to traffic overhead.,DEFERRED,0,T-301 (OHE Gang)
HIST-00776,TASK-00811,2024-02-27T01:00:00,2024-02-27T02:52:00,Rectified defect: Contact Wire Thickness Under Min Limit. Restored parameter to nominal bounds.,COMPLETED,112,T-201 (Signal Staff)
HIST-00777,TASK-00812,2025-06-19T00:16:00,2025-06-19T02:38:00,Rectified defect: Contact Wire Thickness Under Min Limit. Restored parameter to nominal bounds.,COMPLETED,142,T-102
HIST-00790,TASK-00825,2024-01-21T04:42:00,2024-01-21T09:20:00,Rectified defect: Contact Wire Thickness Under Min Limit. Restored parameter to nominal bounds.,COMPLETED,278,T-201 (Signal Staff)
HIST-00791,TASK-00826,2025-04-04T05:02:00,2025-04-04T09:24:00,Rectified defect: Contact Wire Thickness Under Min Limit. Restored parameter to nominal bounds.,COMPLETED,262,T-101 (Engineering Gang)
HIST-00799,TASK-00837,2025-01-17T23:56:00,2025-01-18T02:15:00,Rectified defect: Contact Wire Thickness Under Min Limit. Restored parameter to nominal bounds.,COMPLETED,139,T-101 (Engineering Gang)
HIST-00800,TASK-00838,2025-11-14T00:45:00,2025-11-14T02:59:00,Rectified defect: OHE Mast Tilt Out of Alignment. Restored parameter to nominal bounds.,COMPLETED,134,T-301 (OHE Gang)
HIST-00804,TASK-00842,2024-10-20T12:37:00,2024-10-20T16:33:00,Rectified defect: OHE Mast Tilt Out of Alignment. Restored parameter to nominal bounds.,COMPLETED,236,T-102
HIST-00807,TASK-00845,2024-03-31T12:22:00,2024-03-31T16:22:00,Rectified deferred defect: OHE Mast Tilt Out of Alignment.,COMPLETED,240,T-301 (OHE Gang)
HIST-00806,TASK-00844,2024-03-28T12:00:00,2024-03-28T12:00:00,Task deferred: Scheduled window could not be granted due to traffic overhead.,DEFERRED,0,T-102
HIST-00808,TASK-00846,2026-07-16T10:19:00,2026-07-16T14:56:00,Rectified defect: REPETITIVE: OHE Mast Tilt Out of Alignment. Restored parameter to nominal bounds.,COMPLETED,277,T-202
HIST-00812,TASK-00850,2025-02-28T12:01:00,2025-02-28T16:00:00,Rectified defect: Contact Wire Thickness Under Min Limit. Restored parameter to nominal bounds.,COMPLETED,239,T-102
HIST-00821,TASK-00860,2023-10-19T04:52:00,2023-10-19T09:09:00,Rectified defect: OHE Mast Tilt Out of Alignment. Restored parameter to nominal bounds.,COMPLETED,257,T-101 (Engineering Gang)
HIST-00822,TASK-00861,2024-02-19T00:55:00,2024-02-19T02:47:00,Rectified defect: Contact Wire Thickness Under Min Limit. Restored parameter to nominal bounds.,COMPLETED,112,T-101 (Engineering Gang)
HIST-00823,TASK-00862,2024-04-16T08:13:00,2024-04-16T12:26:00,Rectified defect: Contact Wire Thickness Under Min Limit. Restored parameter to nominal bounds.,COMPLETED,253,T-101 (Engineering Gang)
HIST-00824,TASK-00863,2025-02-10T06:26:00,2025-02-10T10:43:00,Rectified defect: Contact Wire Thickness Under Min Limit. Restored parameter to nominal bounds.,COMPLETED,257,T-301 (OHE Gang)
HIST-00830,TASK-00869,2025-10-24T00:13:00,2025-10-24T02:13:00,Rectified deferred defect: Contact Wire Thickness Under Min Limit.,COMPLETED,120,T-301 (OHE Gang)
HIST-00829,TASK-00868,2025-10-18T00:00:00,2025-10-18T00:00:00,Task deferred: Scheduled window could not be granted due to traffic overhead.,DEFERRED,0,T-201 (Signal Staff)
HIST-00835,TASK-00874,2026-03-10T23:50:00,2026-03-11T02:13:00,Rectified defect: Contact Wire Thickness Under Min Limit. Restored parameter to nominal bounds.,COMPLETED,143,T-101 (Engineering Gang)
HIST-00837,TASK-00876,2026-03-31T00:13:00,2026-03-31T02:13:00,Rectified deferred defect: OHE Mast Tilt Out of Alignment.,COMPLETED,120,T-302
HIST-00836,TASK-00875,2026-03-21T00:00:00,2026-03-21T00:00:00,Task deferred: Scheduled window could not be granted due to traffic overhead.,DEFERRED,0,T-301 (OHE Gang)
HIST-00844,TASK-00883,2026-04-26T11:51:00,2026-04-26T16:10:00,Rectified defect: OHE Mast Tilt Out of Alignment. Restored parameter to nominal bounds.,COMPLETED,259,T-302
HIST-00846,TASK-00885,2024-06-14T23:57:00,2024-06-15T01:56:00,Rectified defect: Contact Wire Thickness Under Min Limit. Restored parameter to nominal bounds.,COMPLETED,119,T-301 (OHE Gang)
HIST-00847,TASK-00886,2024-08-14T00:04:00,2024-08-14T02:02:00,Rectified defect: Contact Wire Thickness Under Min Limit. Restored parameter to nominal bounds.,COMPLETED,118,T-101 (Engineering Gang)
HIST-00865,TASK-00905,2026-05-04T12:12:00,2026-05-04T16:12:00,Rectified deferred defect: Contact Wire Thickness Under Min Limit.,COMPLETED,240,T-202
HIST-00864,TASK-00904,2026-04-30T12:00:00,2026-04-30T12:00:00,Task deferred: Scheduled window could not be granted due to traffic overhead.,DEFERRED,0,T-201 (Signal Staff)
HIST-00866,TASK-00906,2024-03-31T00:21:00,2024-03-31T02:50:00,Rectified defect: OHE Mast Tilt Out of Alignment. Restored parameter to nominal bounds.,COMPLETED,149,T-101 (Engineering Gang)
HIST-00875,TASK-00915,2024-10-08T00:03:00,2024-10-08T02:03:00,Rectified deferred defect: OHE Mast Tilt Out of Alignment.,COMPLETED,120,T-102
HIST-00874,TASK-00914,2024-10-03T00:00:00,2024-10-03T00:00:00,Task deferred: Scheduled window could not be granted due to traffic overhead.,DEFERRED,0,T-301 (OHE Gang)
HIST-00876,TASK-00916,2024-11-27T00:31:00,2024-11-27T02:45:00,Rectified defect: Contact Wire Thickness Under Min Limit. Restored parameter to nominal bounds.,COMPLETED,134,T-102
HIST-00877,TASK-00917,2025-03-25T01:24:00,2025-03-25T05:28:00,Rectified defect: OHE Mast Tilt Out of Alignment. Restored parameter to nominal bounds.,COMPLETED,244,T-301 (OHE Gang)
HIST-00885,TASK-00925,2026-01-27T00:33:00,2026-01-27T02:35:00,Rectified defect: OHE Mast Tilt Out of Alignment. Restored parameter to nominal bounds.,COMPLETED,122,T-301 (OHE Gang)
HIST-00892,TASK-00932,2026-02-28T10:09:00,2026-02-28T13:54:00,Rectified defect: Contact Wire Thickness Under Min Limit. Restored parameter to nominal bounds.,COMPLETED,225,T-201 (Signal Staff)
HIST-00911,TASK-00951,2024-10-01T09:11:00,2024-10-01T14:04:00,Rectified defect: Contact Wire Thickness Under Min Limit. Restored parameter to nominal bounds.,COMPLETED,293,T-202
HIST-00912,TASK-00952,2025-02-01T00:26:00,2025-02-01T02:16:00,Rectified defect: Contact Wire Thickness Under Min Limit. Restored parameter to nominal bounds.,COMPLETED,110,T-201 (Signal Staff)
HIST-00921,TASK-00961,2024-06-04T00:51:00,2024-06-04T02:49:00,Rectified defect: OHE Mast Tilt Out of Alignment. Restored parameter to nominal bounds.,COMPLETED,118,T-101 (Engineering Gang)
HIST-00922,TASK-00962,2026-01-24T00:02:00,2026-01-24T02:03:00,Rectified defect: Contact Wire Thickness Under Min Limit. Restored parameter to nominal bounds.,COMPLETED,121,T-102
HIST-00927,TASK-00967,2026-05-14T00:46:00,2026-05-14T03:00:00,Rectified defect: OHE Mast Tilt Out of Alignment. Restored parameter to nominal bounds.,COMPLETED,134,T-201 (Signal Staff)
HIST-00929,TASK-00969,2023-09-19T00:04:00,2023-09-19T02:04:00,Rectified deferred defect: OHE Mast Tilt Out of Alignment.,COMPLETED,120,T-201 (Signal Staff)
HIST-00928,TASK-00968,2023-09-17T00:00:00,2023-09-17T00:00:00,Task deferred: Scheduled window could not be granted due to traffic overhead.,DEFERRED,0,T-202
HIST-00933,TASK-00976,2025-02-09T01:00:00,2025-02-09T03:05:00,Rectified defect: OHE Mast Tilt Out of Alignment. Restored parameter to nominal bounds.,COMPLETED,125,T-102
HIST-00952,TASK-00995,2025-01-29T00:09:00,2025-01-29T02:09:00,Rectified deferred defect: Contact Wire Thickness Under Min Limit.,COMPLETED,120,T-102
HIST-00951,TASK-00994,2025-01-19T00:00:00,2025-01-19T00:00:00,Task deferred: Scheduled window could not be granted due to traffic overhead.,DEFERRED,0,T-102
HIST-00954,TASK-00997,2026-03-14T01:06:00,2026-03-14T05:06:00,Rectified deferred defect: OHE Mast Tilt Out of Alignment.,COMPLETED,240,T-201 (Signal Staff)
HIST-00953,TASK-00996,2026-03-10T01:00:00,2026-03-10T01:00:00,Task deferred: Scheduled window could not be granted due to traffic overhead.,DEFERRED,0,T-202
HIST-00961,TASK-01004,2024-01-16T07:27:00,2024-01-16T10:01:00,Emergency restoration completed for ad-hoc fault: Insulator Bursting,COMPLETED,154,T-101 (Engineering Gang)
HIST-00965,TASK-01008,2025-11-15T03:06:00,2025-11-15T05:48:00,Emergency restoration completed for ad-hoc fault: Insulator Bursting,COMPLETED,162,T-301 (OHE Gang)
HIST-00966,TASK-01009,2024-06-06T15:08:00,2024-06-06T17:35:00,Emergency restoration completed for ad-hoc fault: OHE Contact Wire Snapping,COMPLETED,147,T-102
HIST-00973,TASK-01016,2024-12-13T21:07:00,2024-12-13T23:39:00,Emergency restoration completed for ad-hoc fault: Substation Breaker Tripped,COMPLETED,152,T-102
HIST-00974,TASK-01017,2023-10-01T20:20:00,2023-10-01T22:54:00,Emergency restoration completed for ad-hoc fault: Substation Breaker Tripped,COMPLETED,154,T-201 (Signal Staff)
HIST-00977,TASK-01020,2025-12-25T03:11:00,2025-12-25T05:52:00,Emergency restoration completed for ad-hoc fault: Insulator Bursting,COMPLETED,161,T-201 (Signal Staff)
HIST-00980,TASK-01023,2025-07-23T09:04:00,2025-07-23T11:52:00,Emergency restoration completed for ad-hoc fault: OHE Contact Wire Snapping,COMPLETED,168,T-101 (Engineering Gang)
HIST-00982,TASK-01025,2024-03-22T18:20:00,2024-03-22T21:09:00,Emergency restoration completed for ad-hoc fault: Insulator Bursting,COMPLETED,169,T-101 (Engineering Gang)
HIST-00988,TASK-01031,2025-11-03T04:07:00,2025-11-03T06:42:00,Emergency restoration completed for ad-hoc fault: Substation Breaker Tripped,COMPLETED,155,T-102
HIST-00994,TASK-01037,2026-01-28T23:23:00,2026-01-29T01:54:00,Emergency restoration completed for ad-hoc fault: Insulator Bursting,COMPLETED,151,T-202
HIST-00995,TASK-01038,2026-06-01T17:26:00,2026-06-01T20:16:00,Emergency restoration completed for ad-hoc fault: Substation Breaker Tripped,COMPLETED,170,T-101 (Engineering Gang)
HIST-00997,TASK-01040,2026-04-19T19:05:00,2026-04-19T21:36:00,Emergency restoration completed for ad-hoc fault: Substation Breaker Tripped,COMPLETED,151,T-101 (Engineering Gang)
HIST-00999,TASK-01042,2023-08-31T06:08:00,2023-08-31T08:58:00,Emergency restoration completed for ad-hoc fault: OHE Contact Wire Snapping,COMPLETED,170,T-201 (Signal Staff)
HIST-01000,TASK-01043,2025-01-22T23:28:00,2025-01-23T01:59:00,Emergency restoration completed for ad-hoc fault: Insulator Bursting,COMPLETED,151,T-202
HIST-01004,TASK-01047,2024-10-04T11:25:00,2024-10-04T14:16:00,Emergency restoration completed for ad-hoc fault: Insulator Bursting,COMPLETED,171,T-202
HIST-01006,TASK-01049,2025-12-21T21:11:00,2025-12-21T23:44:00,Emergency restoration completed for ad-hoc fault: Substation Breaker Tripped,COMPLETED,153,T-301 (OHE Gang)
HIST-01011,TASK-01054,2025-01-27T05:27:00,2025-01-27T08:03:00,Emergency restoration completed for ad-hoc fault: Insulator Bursting,COMPLETED,156,T-102
HIST-01045,TASK-01088,2023-11-10T00:06:00,2023-11-10T03:08:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,182,T-102
HIST-01046,TASK-01089,2024-05-07T23:56:00,2024-05-08T02:53:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,177,T-201 (Signal Staff)
HIST-01047,TASK-01090,2024-11-04T00:06:00,2024-11-04T02:57:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,171,T-102
HIST-01048,TASK-01091,2025-05-02T23:44:00,2025-05-03T02:46:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,182,T-202
HIST-01049,TASK-01092,2025-10-30T00:30:00,2025-10-30T03:27:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,177,T-301 (OHE Gang)
HIST-01050,TASK-01093,2026-04-27T23:42:00,2026-04-28T02:36:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,174,T-101 (Engineering Gang)
HIST-01126,TASK-01169,2023-12-05T00:30:00,2023-12-05T03:22:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,172,T-101 (Engineering Gang)
HIST-01127,TASK-01170,2024-06-02T00:20:00,2024-06-02T03:26:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,186,T-102
HIST-01128,TASK-01171,2024-11-28T23:48:00,2024-11-29T02:45:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,177,T-302
HIST-01129,TASK-01172,2025-05-27T23:56:00,2025-05-28T03:02:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,186,T-102
HIST-01130,TASK-01173,2025-11-23T23:54:00,2025-11-24T02:49:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,175,T-202
HIST-01131,TASK-01174,2026-05-23T00:22:00,2026-05-23T03:19:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,177,T-201 (Signal Staff)
HIST-01180,TASK-01223,2024-01-19T23:35:00,2024-01-20T02:36:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,181,T-101 (Engineering Gang)
HIST-01181,TASK-01224,2024-07-17T23:50:00,2024-07-18T02:48:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,178,T-301 (OHE Gang)
HIST-01182,TASK-01225,2025-01-14T00:13:00,2025-01-14T03:18:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,185,T-101 (Engineering Gang)
HIST-01183,TASK-01226,2025-07-13T00:29:00,2025-07-13T03:36:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,187,T-101 (Engineering Gang)
HIST-01184,TASK-01227,2026-01-09T00:13:00,2026-01-09T03:08:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,175,T-201 (Signal Staff)
HIST-01185,TASK-01228,2026-07-07T23:31:00,2026-07-08T02:38:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,187,T-102
HIST-01213,TASK-01256,2023-09-29T23:55:00,2023-09-30T02:53:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,178,T-102
HIST-01214,TASK-01257,2024-03-28T00:10:00,2024-03-28T03:14:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,184,T-101 (Engineering Gang)
HIST-01215,TASK-01258,2024-09-24T00:04:00,2024-09-24T03:10:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,186,T-202
HIST-01216,TASK-01259,2025-03-23T00:26:00,2025-03-23T03:27:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,181,T-201 (Signal Staff)
HIST-01217,TASK-01260,2025-09-19T00:05:00,2025-09-19T02:59:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,174,T-101 (Engineering Gang)
HIST-01218,TASK-01261,2026-03-17T23:49:00,2026-03-18T02:49:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,180,T-301 (OHE Gang)
HIST-01246,TASK-01289,2023-09-26T00:10:00,2023-09-26T03:09:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,179,T-302
HIST-01247,TASK-01290,2024-03-24T00:19:00,2024-03-24T03:20:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,181,T-202
HIST-01248,TASK-01291,2024-09-19T23:34:00,2024-09-20T02:31:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,177,T-201 (Signal Staff)
HIST-01249,TASK-01292,2025-03-19T00:12:00,2025-03-19T03:13:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,181,T-301 (OHE Gang)
HIST-01250,TASK-01293,2025-09-15T00:14:00,2025-09-15T03:14:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,180,T-201 (Signal Staff)
HIST-01251,TASK-01294,2026-03-13T23:32:00,2026-03-14T02:39:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,187,T-101 (Engineering Gang)
HIST-01252,TASK-01295,2023-10-05T23:55:00,2023-10-06T02:54:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,179,T-102
HIST-01253,TASK-01296,2024-04-02T23:33:00,2024-04-03T02:35:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,182,T-201 (Signal Staff)
HIST-01254,TASK-01297,2024-09-30T00:02:00,2024-09-30T02:58:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,176,T-302
HIST-01255,TASK-01298,2025-03-29T00:00:00,2025-03-29T03:04:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,184,T-102
HIST-01256,TASK-01299,2025-09-24T23:55:00,2025-09-25T02:46:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,171,T-202
HIST-01257,TASK-01300,2026-03-24T00:01:00,2026-03-24T02:57:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,176,T-101 (Engineering Gang)
HIST-01258,TASK-01301,2023-12-13T23:40:00,2023-12-14T02:38:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,178,T-302
HIST-01259,TASK-01302,2024-06-11T00:13:00,2024-06-11T03:08:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,175,T-202
HIST-01260,TASK-01303,2024-12-07T23:34:00,2024-12-08T02:25:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,171,T-302
HIST-01261,TASK-01304,2025-06-05T23:31:00,2025-06-06T02:26:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,175,T-101 (Engineering Gang)
HIST-01262,TASK-01305,2025-12-02T23:56:00,2025-12-03T02:55:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,179,T-101 (Engineering Gang)
HIST-01263,TASK-01306,2026-05-31T23:41:00,2026-06-01T02:41:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,180,T-302
HIST-01297,TASK-01340,2024-01-19T00:26:00,2024-01-19T03:28:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,182,T-301 (OHE Gang)
HIST-01298,TASK-01341,2024-07-17T00:10:00,2024-07-17T03:02:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,172,T-201 (Signal Staff)
HIST-01299,TASK-01342,2025-01-12T23:56:00,2025-01-13T02:57:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,181,T-202
HIST-01300,TASK-01343,2025-07-11T23:33:00,2025-07-12T02:31:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,178,T-102
HIST-01301,TASK-01344,2026-01-07T23:48:00,2026-01-08T02:40:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,172,T-102
HIST-01302,TASK-01345,2026-07-07T00:07:00,2026-07-07T03:07:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,180,T-302
HIST-01330,TASK-01373,2023-08-22T23:49:00,2023-08-23T02:43:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,174,T-301 (OHE Gang)
HIST-01331,TASK-01374,2024-02-18T23:35:00,2024-02-19T02:37:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,182,T-102
HIST-01332,TASK-01375,2024-08-17T00:09:00,2024-08-17T03:16:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,187,T-202
HIST-01333,TASK-01376,2025-02-13T00:30:00,2025-02-13T03:21:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,171,T-302
HIST-01334,TASK-01377,2025-08-11T23:54:00,2025-08-12T02:50:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,176,T-101 (Engineering Gang)
HIST-01335,TASK-01378,2026-02-07T23:30:00,2026-02-08T02:30:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,180,T-101 (Engineering Gang)
HIST-01357,TASK-01400,2023-09-02T00:12:00,2023-09-02T03:09:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,177,T-101 (Engineering Gang)
HIST-01358,TASK-01401,2024-02-28T23:58:00,2024-02-29T02:55:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,177,T-101 (Engineering Gang)
HIST-01359,TASK-01402,2024-08-27T00:21:00,2024-08-27T03:24:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,183,T-301 (OHE Gang)
HIST-01360,TASK-01403,2025-02-22T23:48:00,2025-02-23T02:51:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,183,T-102
HIST-01361,TASK-01404,2025-08-22T00:08:00,2025-08-22T03:07:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,179,T-202
HIST-01362,TASK-01405,2026-02-17T23:35:00,2026-02-18T02:35:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,180,T-301 (OHE Gang)
HIST-01375,TASK-01418,2023-09-14T00:02:00,2023-09-14T03:01:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,179,T-301 (OHE Gang)
HIST-01376,TASK-01419,2024-03-12T00:03:00,2024-03-12T03:04:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,181,T-301 (OHE Gang)
HIST-01377,TASK-01420,2024-09-07T23:36:00,2024-09-08T02:32:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,176,T-101 (Engineering Gang)
HIST-01378,TASK-01421,2025-03-06T23:42:00,2025-03-07T02:40:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,178,T-201 (Signal Staff)
HIST-01379,TASK-01422,2025-09-03T00:30:00,2025-09-03T03:26:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,176,T-102
HIST-01380,TASK-01423,2026-03-01T23:46:00,2026-03-02T02:43:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,177,T-201 (Signal Staff)
HIST-01381,TASK-01424,2023-11-22T23:37:00,2023-11-23T02:44:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,187,T-201 (Signal Staff)
HIST-01382,TASK-01425,2024-05-21T00:25:00,2024-05-21T03:24:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,179,T-101 (Engineering Gang)
HIST-01383,TASK-01426,2024-11-17T00:25:00,2024-11-17T03:18:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,173,T-302
HIST-01384,TASK-01427,2025-05-16T00:17:00,2025-05-16T03:24:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,187,T-201 (Signal Staff)
HIST-01385,TASK-01428,2025-11-12T00:26:00,2025-11-12T03:17:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,171,T-302
HIST-01386,TASK-01429,2026-05-11T00:14:00,2026-05-11T03:10:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,176,T-201 (Signal Staff)
HIST-01417,TASK-01460,2023-12-26T23:57:00,2023-12-27T03:03:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,186,T-202
HIST-01418,TASK-01461,2024-06-24T00:07:00,2024-06-24T03:05:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,178,T-101 (Engineering Gang)
HIST-01419,TASK-01462,2024-12-21T00:03:00,2024-12-21T03:07:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,184,T-202
HIST-01420,TASK-01463,2025-06-18T23:57:00,2025-06-19T02:52:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,175,T-101 (Engineering Gang)
HIST-01421,TASK-01464,2025-12-15T23:49:00,2025-12-16T02:42:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,173,T-302
HIST-01422,TASK-01465,2026-06-13T23:45:00,2026-06-14T02:41:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,176,T-101 (Engineering Gang)
HIST-01462,TASK-01505,2023-11-17T00:21:00,2023-11-17T03:26:00,Routine PM: Bi-annual Mast Insulator Washing & Cantilever Tightening.,COMPLETED,185,T-202
